Name,Weightclass,Link,Placing,Name,YOB,Team,State,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points,Drug tested
Cynthia Maguire,-52,lifters-view?id=35249,2.,Cynthia Maguire,1955,Optimal Performance,PA,50.10,72.5,80,82.5,40,42.5,47.5,100,105,112.5,242.5,311.05,
Rebecca Ralston,-52,lifters-view?id=34694,3.,Rebecca Ralston,1952,,CO,51.53,57.5,65,70,35,37.5,40,80,87.5,-95,197.5,247.94,
Sandra Simmons,-57,lifters-view?id=38094,1.,Sandra Simmons,1948,Team Florida,FL,56.85,52.5,55,57.5,40,42.5,-47.5,45,50,55,155,180.23,
Denise Thomas,-63,lifters-view?id=6874,1.,Denise Thomas,1950,,NH,62.92,80,-82.5,-82.5,40,42.5,45,107.5,112.5,117.5,242.5,260.69,
Ann Whitmarsh,-63,lifters-view?id=6796,2.,Ann Whitmarsh,1953,Reactive Training Systems,FL,59.98,70,77.5,82.5,35,37.5,40,92.5,100,105,227.5,253.71,
Leslie Macko,-63,lifters-view?id=6260,3.,Leslie Macko,1949,,WA,60.91,57.5,62.5,-67.5,37.5,40,-42.5,85,90,95,197.5,217.65,
Alma Kimura,-72,lifters-view?id=426,1.,Alma Kimura,1954,,WA,69.95,102.5,110,-116,-47.5,52.5,57.5,135,142.5,148.5,316,314.51,
Jane Freeman,-72,lifters-view?id=5461,2.,Jane Freeman,1954,,IN,69.24,82.5,87.5,90,42.5,45,-47.5,100,105,107.5,242.5,243.08,
Robin Forstat,-72,lifters-view?id=18112,3.,Robin Forstat,1956,,MI,68.42,62.5,72.5,-75,42.5,47.5,50,90,100,105,227.5,229.96,
Judy Woodson,-72,lifters-view?id=40233,4.,Judy Woodson,1956,,IA,71.30,45,50,55,45,47.5,50,100,107.5,117.5,222.5,218.58,
Sandra Kasabuske,-72,lifters-view?id=23501,5.,Sandra Kasabuske,1948,,WI,64.21,62.5,67.5,72.5,37.5,40,-42.5,92.5,100,-107.5,212.5,224.97,
Janice Francis,-84,lifters-view?id=17525,1.,Janice Francis,1955,,NY,83.84,100,107.5,110,65,70,-72.5,130,137.5,145,325,290.10,
Linda Belsito,-84,lifters-view?id=39498,2.,Linda Belsito,1957,,MD,80.47,105,110,115.5,57.5,62.5,67.5,117.5,125,135,318,290.02,
LINDA GORHAM,-84,lifters-view?id=31627,3.,LINDA GORHAM,1951,,MD,82.68,90,97.5,-102.5,-55,55,-62.5,122.5,130,-135,282.5,253.97,
Clare Suhanich,-84,lifters-view?id=34487,4.,Clare Suhanich,1956,,PA,78.68,75,85,92.5,45,50,55,75,-90,97.5,245,226.31,
Susan Paxson,-84,lifters-view?id=35342,5.,Susan Paxson,1953,Team Florida,FL,82.14,-67.5,-67.5,67.5,42.5,45,-47.5,102.5,-112.5,112.5,225,202.95,
Marsha Morrison,84+,lifters-view?id=29535,1.,Marsha Morrison,1955,,IN,92.54,85,92.5,97.5,57.5,62.5,65,117.5,127.5,137.5,300,256.38,
Roxanne Lord,84+,lifters-view?id=39125,2.,Roxanne Lord,1956,,VA,84.85,105,112.5,115,55,57.5,-60,115,122.5,125,297.5,263.97,
Sonya Stevenson,84+,lifters-view?id=25463,3.,Sonya Stevenson,1951,Team L.A.B.,MO,91.07,85,95,100,60,-65,-65,110,117.5,122.5,282.5,242.92,
Sue Elwyn,-47,lifters-view?id=9900,1.,Sue Elwyn,1947,Team Florida,FL,45.96,65,75,80,32.5,37.5,-38.5,100,112.5,117.5,235,321.13,
Joyce Aiazzi,-52,lifters-view?id=26160,1.,Joyce Aiazzi,1946,,NV,47.99,55,-62.5,62.5,47.5,50,52.5,92.5,95,-97.5,210,278.17,
Bebe Burns,-52,lifters-view?id=4868,2.,Bebe Burns,1942,,WA,51.33,50,55,62.5,32.5,40,40.5,65,75,77.5,180.5,227.29,X
Abbey Moon,-57,lifters-view?id=6912,1.,Abbey Moon,1944,,WA,55.39,40,45,47.5,45,50,-52.5,80,-85,90,187.5,222.53,
Helen White,-63,lifters-view?id=25179,1.,Helen White,1945,,NJ,61.39,75,82.5,-85,57.5,-63,-63,115,-125.5,-125.5,255,279.33,
Gale Williams,-63,lifters-view?id=36158,2.,Gale Williams,1947,,GA,61.47,57.5,62.5,67.5,42.5,47.5,-50,97.5,107.5,115,230,251.69,
Gail Moore,-72,lifters-view?id=9281,1.,Gail Moore,1947,,PA,70.03,75,87.5,92.5,55,60,65,100,110,115,272.5,271.00,
Regina Hackney,-84,lifters-view?id=441,1.,Regina Hackney,1939,,SC,83.12,70,72.5,75,47.5,50,-52.5,107.5,112.5,-117.5,237.5,212.92,
Patricia Kroken,-84,lifters-view?id=619,2.,Patricia Kroken,1947,,NM,83.60,-75,75,82.5,30,32.5,-37.5,97.5,102.5,-107.5,217.5,194.42,
Nan Haynes,84+,lifters-view?id=8314,1.,Nan Haynes,1940,,MO,86.95,82.5,87.5,90,52.5,55,-57.5,110,117.5,120,265,232.43,
Leona Senyk,-72,lifters-view?id=39749,-,Leona Senyk,1927,,FL,69.65,-25,-25,-25,-27.5,27.5,30,37.5,40,42.5,0,0.00,
Shirley Webb,84+,lifters-view?id=24554,1.,Shirley Webb,1937,,IL,96.93,-45,45,52.5,35,-40,-40,90,102.5,105,192.5,161.83,
Kelli Ennis,-47,lifters-view?id=30258,4.,Kelli Ennis,1990,,OH,46.24,107.5,112.5,-117.5,55,57.5,-60,125,-135,-135,295,401.41,
Brianne Hancy,-47,lifters-view?id=40979,5.,Brianne Hancy,1981,,CA,46.88,85,92.5,97.5,52.5,57.5,-62.5,125,137.5,-142.5,292.5,394.11,
Janibell Suero,-47,lifters-view?id=30655,7.,Janibell Suero,1993,,NY,46.13,-95,95,-100,45,50,52.5,102.5,110,-122.5,257.5,350.97,
BIANCA BOOHER,-43,lifters-view?id=31812,2.,BIANCA BOOHER,2000,,IN,41.95,45,50,55,27.5,30,35,60,65,72.5,162.5,235.95,
Marisa Inda,-52,lifters-view?id=2127,1.,Marisa Inda,1976,,CA,51.37,132.5,-140,140,85,90,95.5,162.5,175,-182.5,410.5,516.57,
Tina Daneshmand,-52,lifters-view?id=16801,2.,Tina Daneshmand,1986,Flexx Training Systems,CA,51.34,125,132.5,135,85,90,92.5,162.5,172.5,177.5,405,509.90,
Tiffney Oliver,-52,lifters-view?id=39417,4.,Tiffney Oliver,1982,Optimal Performance,PA,50.49,120,130,137.5,62.5,65,67.5,142.5,152.5,165,370,471.82,X
Brianna Lanoye,-52,lifters-view?id=29193,5.,Brianna Lanoye,1991,,NY,51.87,127.5,135,142.5,67.5,72.5,-75,137.5,147.5,155,370,462.13,
Heather Faas,-52,lifters-view?id=5071,7.,Heather Faas,1983,Squats & Science,SC,51.16,120,125,-127.5,62.5,65,-67.5,150,160,-165,350,441.84,
Gabriella Coronell,-52,lifters-view?id=24010,8.,Gabriella Coronell,1991,,FL,51.89,115,122.5,-127.5,80,85,87.5,132.5,140,-142.5,350,437.05,X
Leah Kiblin,-52,lifters-view?id=38868,9.,Leah Kiblin,1989,,NY,51.01,112.5,117.5,122.5,60,62.5,-65,137.5,147.5,160,345,436.49,
Emma Ife,-52,lifters-view?id=23802,11.,Emma Ife,1989,,NY,49.14,117.5,122.5,130,72.5,77.5,80,122.5,127.5,132.5,342.5,445.76,
Ling Phan,-52,lifters-view?id=30793,12.,Ling Phan,1989,Breed Elite Powerlifting,PA,51.87,132.5,-142.5,-142.5,65,70,72.5,-127.5,127.5,132.5,337.5,421.54,
Kerry Sachs,-52,lifters-view?id=26201,14.,Kerry Sachs,1990,,MA,50.75,110,117.5,122.5,52.5,55,-57.5,140,147.5,155,332.5,422.34,
Kate Cohen,-52,lifters-view?id=10496,15.,Kate Cohen,1992,,NJ,51.21,107.5,115,-120,60,-65,65,142.5,150,-157.5,330,416.26,
Thuquynh Dinh,-52,lifters-view?id=32975,16.,Thuquynh Dinh,1990,,MA,51.60,130,135,-137.5,57.5,-62.5,62.5,132.5,-137.5,-137.5,330,413.85,
Kara Lutinski,-52,lifters-view?id=35135,17.,Kara Lutinski,1992,,MA,50.78,105,115,117.5,50,55,57.5,130,-142.5,142.5,317.5,403.10,
Kaitlin Drollette,-52,lifters-view?id=29194,18.,Kaitlin Drollette,1986,,NY,51.45,107.5,112.5,-115,67.5,72.5,-75,127.5,132.5,-140,317.5,399.07,
Paulina Morales,-52,lifters-view?id=38217,19.,Paulina Morales,1991,,AZ,51.56,112.5,117.5,122.5,62.5,67.5,-70,112.5,117.5,-122.5,307.5,385.85,
Dawn Molina,-52,lifters-view?id=35343,20.,Dawn Molina,1979,,FL,51.93,102.5,-110,-110,60,-67.5,-67.5,120,137.5,-147.5,300,374.37,
Maribeth Lino-Coyle,-52,lifters-view?id=6677,21.,Maribeth Lino-Coyle,1987,,NY,51.71,102.5,107.5,112.5,52.5,55,57.5,115,125,127.5,297.5,372.47,
Jennifer Millican,-57,lifters-view?id=26931,1.,Jennifer Millican,1983,,TN,56.46,160,170,-175,92.5,97.5,100,175,185,193,463,541.29,X
Jessica Edwards,-57,lifters-view?id=33789,2.,Jessica Edwards,1978,,VA,56.47,135,142.5,-147.5,90,92.5,95,162.5,-170,170,407.5,476.33,
Melissa Barber,-57,lifters-view?id=23811,3.,Melissa Barber,1988,,MD,56.29,137.5,-142.5,-142.5,75,-80,-80,185,192.5,-200,405,474.62,X
Christina Peracchi,-57,lifters-view?id=39964,4.,Christina Peracchi,1989,,MA,56.34,130,137.5,142.5,75,80,-85,172.5,-177.5,-177.5,395,462.55,
Bonnie Schroeder,-57,lifters-view?id=33082,5.,Bonnie Schroeder,1987,,IA,55.23,120,127.5,132.5,75,80,82.5,157.5,167.5,177.5,392.5,466.84,
Dicy Ann Saylor,-57,lifters-view?id=38083,6.,Dicy Ann Saylor,1988,GATA Barbell,GA,56.17,125,132.5,140,72.5,75,-77.5,155,165,170,385,451.91,
Courtney Tedesco,-57,lifters-view?id=29195,7.,Courtney Tedesco,1991,,NY,56.89,-127.5,127.5,132.5,82.5,-87.5,87.5,142.5,152.5,160,380,441.64,
Sierra Bernard,-57,lifters-view?id=41294,8.,Sierra Bernard,1990,,NY,56.61,132.5,-137.5,-137.5,67.5,72.5,-77.5,152.5,162.5,167.5,372.5,434.60,
Rachel Orbach,-57,lifters-view?id=32425,9.,Rachel Orbach,1993,,NJ,55.36,115,122.5,127.5,65,70,-72.5,152.5,162.5,167.5,365,433.36,X
Miranda Chambers,-57,lifters-view?id=5884,1.,Miranda Chambers,2000,,PA,55.64,125,132.5,137.5,80,85,-92.5,142.5,-152.5,-152.5,365,431.65,
Lauren Quinones,-57,lifters-view?id=28126,11.,Lauren Quinones,1991,,FL,56.06,117.5,127.5,132.5,60,62.5,67.5,137.5,145,155,355,417.34,
Christina Lazo,-57,lifters-view?id=35068,12.,Christina Lazo,1987,,IL,56.14,122.5,130,-137.5,72.5,75,77.5,-145,-145,145,352.5,413.94,
ANDREA HILLMAN,-57,lifters-view?id=37523,13.,ANDREA HILLMAN,1990,,MD,55.36,117.5,122.5,127.5,65,67.5,-72.5,140,147.5,155,350,415.56,
Diana Moyseowicz,-57,lifters-view?id=35130,14.,Diana Moyseowicz,1988,,AK,56.58,120,127.5,-132.5,62.5,67.5,72.5,130,140,150,350,408.49,
Rose Newport,-57,lifters-view?id=33153,15.,Rose Newport,1983,Team L.A.B.,MO,55.66,130,137.5,140,70,75,77.5,115,125,130,347.5,410.81,
Jessilyn Vizenor,-57,lifters-view?id=33033,16.,Jessilyn Vizenor,1985,,MN,55.80,120,127.5,-132.5,70,75,77.5,132.5,-142.5,142.5,347.5,410.02,
Jennifer Varano,-57,lifters-view?id=13931,17.,Jennifer Varano,1981,Reactive Training Systems,PA,56.48,115,122.5,-125,80,85,-87.5,140,-150,-150,347.5,406.16,
Lacey Massari,-57,lifters-view?id=30260,18.,Lacey Massari,1983,,OH,55.23,115,120,-125,70,-72.5,-72.5,145,155,-165,345,410.34,
Beth Mchose,-57,lifters-view?id=39832,19.,Beth Mchose,1986,,VA,54.30,125,127.5,132.5,-65,65,-72.5,130,137.5,145,342.5,412.85,
Elizabeth Picardi,-57,lifters-view?id=14762,20.,Elizabeth Picardi,1990,,CA,56.21,120,-125,-125,70,-75,-75,145,152.5,-157.5,342.5,401.82,
Christina Myers,-57,lifters-view?id=17478,21.,Christina Myers,1989,,AL,56.23,117.5,122.5,127.5,62.5,65,67.5,137.5,142.5,147.5,342.5,401.68,
Maria Rodriguez,-57,lifters-view?id=27695,22.,Maria Rodriguez,1990,Strong Strong Friends,WA,56.72,127.5,132.5,137.5,70,72.5,-77.5,132.5,-137.5,-137.5,342.5,398.98,
Melinda Spencer,-57,lifters-view?id=28184,23.,Melinda Spencer,1987,,NH,55.32,110,117.5,-122.5,60,65,-70,145,152.5,157.5,340,403.89,
Chelsie Hustad,-57,lifters-view?id=30603,24.,Chelsie Hustad,1991,Squats & Science,FL,56.47,107.5,112.5,117.5,85,90,92.5,115,122.5,130,340,397.43,
Ruby Liu,-57,lifters-view?id=23790,25.,Ruby Liu,1992,,NJ,56.74,107.5,115,-117.5,65,70,-75,142.5,152.5,-160,337.5,393.05,
Genna Brugal,-57,lifters-view?id=35345,26.,Genna Brugal,1986,Team Florida,FL,56.48,102.5,110,-112.5,55,-60,-60,152.5,160,170,335,391.55,
Jennifer Avarell,-57,lifters-view?id=24790,27.,Jennifer Avarell,1984,,UT,53.37,115,122.5,125,70,72.5,-75,135,-142.5,-142.5,332.5,406.22,
Christina Lodato,-57,lifters-view?id=29581,28.,Christina Lodato,1993,,FL,55.34,107.5,112.5,115,62.5,65,-67.5,142.5,150,-152.5,330,391.91,X
Kiana Baluyut,-57,lifters-view?id=30224,29.,Kiana Baluyut,1994,,AK,56.93,117.5,125,-127.5,50,52.5,-55,145,152.5,-160,330,383.30,X
Gabrielle Dotson,-57,lifters-view?id=32070,30.,Gabrielle Dotson,1994,,OH,56.14,125,130,132.5,57.5,60,-62.5,130,135,-137.5,327.5,384.58,
Rachel Hassall,-57,lifters-view?id=40239,31.,Rachel Hassall,1986,,CA,55.60,112.5,-120,-120,67.5,72.5,-75,125,130,140,325,384.54,
Emily Cooper,-57,lifters-view?id=37801,32.,Emily Cooper,1991,,AR,55.07,97.5,105,-112.5,65,67.5,70,-135,145,-152.5,320,381.50,
Amanda Ellis,-57,lifters-view?id=33903,33.,Amanda Ellis,1990,Team Carolina,NC,55.79,117.5,-127.5,-127.5,67.5,72.5,-75,125,130,-132.5,320,377.63,
Christine Huang,-57,lifters-view?id=33953,34.,Christine Huang,1986,,NJ,55.58,100,105,110,60,62.5,65,130,142.5,-150,317.5,375.79,
Tessia De Mattos,-57,lifters-view?id=13924,35.,Tessia De Mattos,1993,,NY,56.89,115,122.5,-127.5,60,62.5,-65,130,132.5,-135,317.5,369.00,
Elisa Zaiceva,-57,lifters-view?id=27609,36.,Elisa Zaiceva,1990,,TX,56.43,100,112.5,117.5,50,55,60,137.5,-152.5,-152.5,315,368.42,
Johanna Paine,-57,lifters-view?id=31892,37.,Johanna Paine,1987,Louisiana Legends,LA,56.73,110,117.5,120,55,60,62.5,132.5,-142.5,-142.5,315,366.88,
Raya Al Ageel,-57,lifters-view?id=38519,38.,Raya Al Ageel,1990,,MA,55.92,105,-117.5,-117.5,75,-80,-80,120,127.5,132.5,312.5,368.09,
Stephanie School,-57,lifters-view?id=24631,39.,Stephanie School,1991,,WI,55.94,85,95,-100,55,62.5,65,125,140,152.5,312.5,368.00,
Astrid Girolamo,-57,lifters-view?id=39333,40.,Astrid Girolamo,1981,,NY,56.37,97.5,105,107.5,57.5,-62.5,62.5,122.5,132.5,137.5,307.5,359.93,
Genevieve Cohen,-57,lifters-view?id=23794,41.,Genevieve Cohen,1993,,PA,56.78,110,-117.5,-120,60,62.5,65,122.5,132.5,-137.5,307.5,357.90,
Samantha Nava,-57,lifters-view?id=16811,42.,Samantha Nava,1991,,CA,55.00,92.5,100,-105,47.5,52.5,-55,140,147.5,152.5,305,363.96,X
Teresa Codina,-57,lifters-view?id=25648,43.,Teresa Codina,1992,,AZ,55.76,105,112.5,-117.5,55,60,62.5,115,127.5,-135,302.5,357.13,
Geneva Tristan,-57,lifters-view?id=34423,44.,Geneva Tristan,1985,,TX,56.53,110,115,-120,57.5,-60,-60,117.5,125,130,302.5,353.29,
Heather Hoff,-57,lifters-view?id=4167,45.,Heather Hoff,1989,,MD,53.88,92.5,100,105,52.5,55,57.5,135,-140,-140,297.5,360.78,
Samantha Calhoun,-63,lifters-view?id=31749,2.,Samantha Calhoun,1990,Supreme Sports Performance & Training,VA,61.81,147.5,155,160,95,97.5,102.5,197.5,210,212.5,475,517.61,
Kristen Dunsmore,-63,lifters-view?id=4394,3.,Kristen Dunsmore,1989,,NY,62.90,157.5,170,-178,92.5,97.5,102.5,177.5,192.5,202.5,475,510.77,
Natalie Terrana,-63,lifters-view?id=23132,4.,Natalie Terrana,1987,Squats & Science,FL,62.80,155,165,170,82.5,-87.5,-87.5,195,205,-223,457.5,492.50,
Meghan Scanlon,-63,lifters-view?id=28194,5.,Meghan Scanlon,1988,,MA,60.42,162.5,172.5,180,95,102.5,-105,152.5,165,172.5,455,504.55,X
Ewa Januszkiewicz,-63,lifters-view?id=4748,7.,Ewa Januszkiewicz,1991,,CT,62.36,140,150,-157.5,75,80,-82.5,170,182.5,192.5,422.5,457.27,
Abby Citrin,-63,lifters-view?id=13991,9.,Abby Citrin,1989,,IL,62.39,145,-150,150,72.5,77.5,80,160,170,177.5,407.5,440.87,
Amanda Shay,-63,lifters-view?id=7088,11.,Amanda Shay,1990,,OH,57.75,125,-132.5,137.5,72.5,77.5,-82.5,177.5,185,187.5,402.5,462.31,
Reyna Rochin,-63,lifters-view?id=30643,12.,Reyna Rochin,1990,,GA,61.79,135,-142.5,142.5,80,85,87.5,147.5,160,172.5,402.5,438.68,
Taryn Albright,-63,lifters-view?id=31962,13.,Taryn Albright,1993,,CA,62.84,135,140,-145,97.5,-102.5,102.5,150,160,-167.5,402.5,433.09,
Brigette Zacharczenko,-63,lifters-view?id=30443,14.,Brigette Zacharczenko,1988,,CT,61.81,132.5,-142.5,-142.5,70,75,77.5,165,177.5,190,400,435.88,
Kaitlin Mendall,-63,lifters-view?id=39260,15.,Kaitlin Mendall,1988,Squats & Science,MA,61.95,132.5,140,-142.5,87.5,92.5,95,157.5,165,-172.5,400,435.12,
Megan Gallagher,-63,lifters-view?id=15344,16.,Megan Gallagher,1988,Strong Strong Friends,NY,61.99,127.5,132.5,137.5,72.5,75,77.5,160,172.5,182.5,397.5,432.16,
Dana Bailey,-63,lifters-view?id=41295,17.,Dana Bailey,1983,Warhouse Gym,PA,60.35,127.5,137.5,142.5,82.5,90,97.5,142.5,155,-162.5,395,438.41,
Lindsay Zgoda,-63,lifters-view?id=40454,18.,Lindsay Zgoda,1983,,NY,63.00,140,-147.5,-150,87.5,-92.5,-92.5,155,162.5,167.5,395,424.23,
Sonya McMillan,-63,lifters-view?id=14544,19.,Sonya McMillan,1979,,GA,61.68,127.5,-140,145,70,77.5,-82.5,142.5,160,170,392.5,428.37,
Laura O'Connor,-63,lifters-view?id=36613,20.,Laura O'Connor,1981,,TX,61.58,130,-137.5,-137.5,-75,-75,75,167.5,180,185,390,426.19,
Deidra Power,-63,lifters-view?id=33905,21.,Deidra Power,1992,,NC,62.50,140,145,-150,60,65,70,155,165,175,390,421.40,X
Rebecca Nunns,-63,lifters-view?id=33550,22.,Rebecca Nunns,1990,,NC,59.53,125,135,140,85,-90,90,142.5,157.5,-162.5,387.5,434.66,
Maria Capuano,-63,lifters-view?id=33401,23.,Maria Capuano,1992,,RI,61.78,130,137.5,142.5,72.5,77.5,80,140,152.5,165,387.5,422.41,
Lauren Roseman,-63,lifters-view?id=16989,24.,Lauren Roseman,1979,Optimal Performance,PA,61.88,130,137.5,-142.5,82.5,87.5,90,142.5,160,-165,387.5,421.87,
Danielle Oliveri,-63,lifters-view?id=27318,25.,Danielle Oliveri,1993,,NH,62.61,137.5,145,-147.5,82.5,87.5,92.5,145,150,-160,387.5,418.11,
Melissa Erwin,-63,lifters-view?id=8435,26.,Melissa Erwin,1981,Supreme Sports Performance & Training,NJ,61.08,-130,-130,130,75,80,82.5,155,165,172.5,385,423.35,
Sophia Veiras,-63,lifters-view?id=3423,27.,Sophia Veiras,1991,,MA,62.32,132.5,142.5,-150,72.5,-77.5,-77.5,150,162.5,170,385,416.88,
ALLIE FERAS,-63,lifters-view?id=8784,28.,ALLIE FERAS,1988,,DC,62.67,127.5,135,140,72.5,77.5,80,152.5,162.5,-170,382.5,412.41,
Audria Butler,-63,lifters-view?id=28463,30.,Audria Butler,1978,,MT,61.73,-137.5,137.5,-150,82.5,87.5,92.5,137.5,145,150,380,414.47,
Ashley Akehurst,-63,lifters-view?id=29660,31.,Ashley Akehurst,1988,,MN,59.93,122.5,-135,-135,65,70,72.5,165,175,182.5,377.5,421.25,
Kelly Blake,-63,lifters-view?id=38324,32.,Kelly Blake,1993,,MN,62.38,132.5,140,-142.5,70,75,-80,142.5,152.5,162.5,377.5,408.49,
Sarah Cupp,-63,lifters-view?id=28483,33.,Sarah Cupp,1982,,IL,62.15,127.5,135,140,82.5,-85,85,140,145,150,375,406.91,
Jessica Ward,-63,lifters-view?id=35142,34.,Jessica Ward,1993,,MA,62.53,130,140,-147.5,70,75,-77.5,140,147.5,160,375,405.04,X
Emily Gardner,-63,lifters-view?id=2143,1.,Emily Gardner,2000,,TX,61.78,132.5,140,145,77.5,82.5,-85,132.5,140,145,372.5,406.06,X
Jennica Baldridge,-63,lifters-view?id=5454,1.,Jennica Baldridge,1998,,IN,62.62,122.5,-135,-140,70,-77.5,77.5,162.5,172.5,-190,372.5,401.89,
Shane Wallace,-63,lifters-view?id=30795,37.,Shane Wallace,1985,Breed Elite Powerlifting,NJ,62.98,107.5,117.5,122.5,77.5,82.5,85,147.5,157.5,165,372.5,400.14,
Billie Bell,-63,lifters-view?id=32383,39.,Billie Bell,1982,,CO,62.34,127.5,132.5,137.5,72.5,77.5,80,135,145,152.5,370,400.56,
Ashliegh Knox,-63,lifters-view?id=29985,40.,Ashliegh Knox,1984,,MD,61.73,-137.5,137.5,-142.5,75,-77.5,-77.5,152.5,-160,-160,365,398.11,
Montana Meleney,-63,lifters-view?id=30595,41.,Montana Meleney,1993,,FL,61.81,130,137.5,-142.5,75,-80,-80,140,152.5,-162.5,365,397.74,
Sarah Houhoulis,-63,lifters-view?id=39525,43.,Sarah Houhoulis,1992,,CA,61.98,-120,127.5,-135,82.5,87.5,-92.5,125,137.5,147.5,362.5,394.18,
Bethany Carter,-63,lifters-view?id=31202,46.,Bethany Carter,1986,Team Carolina,NC,62.85,135,140,142.5,65,70,72.5,135,140,-142.5,355,381.94,X
Sharice Odom,-63,lifters-view?id=34002,47.,Sharice Odom,1989,,IL,61.47,-127.5,-127.5,127.5,62.5,-67.5,-67.5,155,162.5,-165,352.5,385.74,
ERICA ISAACS,-63,lifters-view?id=16560,48.,ERICA ISAACS,1989,,DE,61.97,110,120,122.5,67.5,72.5,-77.5,142.5,152.5,155,350,380.63,
Marisa Ikeda-Iyeki,-63,lifters-view?id=14432,49.,Marisa Ikeda-Iyeki,1987,Squats & Science,NY,62.03,-115,115,122.5,77.5,82.5,85,130,135,142.5,350,380.35,
Genevieve Betro,-63,lifters-view?id=31746,50.,Genevieve Betro,1985,,VA,62.18,120,127.5,-132.5,70,75,-77.5,140,147.5,-152.5,350,379.65,
ANDI WILLIAMS,-63,lifters-view?id=37839,51.,ANDI WILLIAMS,1985,,MI,61.06,-115,115,120,70,75,-80,142.5,152.5,-155,347.5,382.22,
Tara Hadzick,-63,lifters-view?id=29585,52.,Tara Hadzick,1990,,FL,61.44,115,122.5,-127.5,62.5,65,67.5,142.5,152.5,157.5,347.5,380.41,
Pamela Johnson-English,-63,lifters-view?id=35549,53.,Pamela Johnson-English,1980,,WA,61.87,110,115,-117.5,65,67.5,-70,155,160,165,347.5,378.36,
Andrea Andhor,-63,lifters-view?id=29196,54.,Andrea Andhor,1989,,NY,62.38,115,120,-122.5,67.5,70,75,137.5,145,152.5,347.5,376.03,
Amy Zou,-63,lifters-view?id=32875,55.,Amy Zou,1991,,WA,62.80,130,137.5,-142.5,60,65,-67.5,137.5,145,-152.5,347.5,374.08,
Marlene Pizarro,-63,lifters-view?id=27612,56.,Marlene Pizarro,1991,,IL,59.80,117.5,125,-135,62.5,-67.5,-67.5,145,152.5,157.5,345,385.64,
Vanessa Gale,-63,lifters-view?id=4694,57.,Vanessa Gale,1988,,GA,61.35,115,122.5,130,57.5,62.5,67.5,125,137.5,147.5,345,378.09,
Kari Mah,-63,lifters-view?id=36504,58.,Kari Mah,1986,,CA,61.53,127.5,135,137.5,60,62.5,65,130,137.5,142.5,345,377.26,
Jennifer Powell,-63,lifters-view?id=38262,59.,Jennifer Powell,1981,,FL,61.63,125,-132.5,135,70,75,-77.5,127.5,132.5,-137.5,342.5,374.04,
Caitlyn Rudish,-63,lifters-view?id=39736,60.,Caitlyn Rudish,1992,,FL,61.75,115,120,-125,75,77.5,-80,137.5,142.5,145,342.5,373.50,
Nida Namathep,-63,lifters-view?id=24889,61.,Nida Namathep,1982,,AZ,62.11,110,120,-127.5,75,80,-85,132.5,142.5,-147.5,342.5,371.82,
Meagan Rickabaugh,-63,lifters-view?id=31582,62.,Meagan Rickabaugh,1990,,MN,62.96,112.5,117.5,122.5,62.5,67.5,-72.5,137.5,147.5,152.5,342.5,368.02,
Gabriela Nunez,-63,lifters-view?id=33531,63.,Gabriela Nunez,1992,,FL,62.99,117.5,125,130,62.5,65,-67.5,137.5,147.5,-155,342.5,367.88,
Jenna Sollner,-63,lifters-view?id=39837,64.,Jenna Sollner,1989,,VA,61.14,-110,110,120,67.5,75,-77.5,125,135,145,340,373.59,
Samantha LaCoe,-63,lifters-view?id=6957,65.,Samantha LaCoe,1991,,PA,62.28,120,127.5,132.5,70,75,-82.5,117.5,125,132.5,340,368.36,
Ashley Bottomly,-63,lifters-view?id=39491,66.,Ashley Bottomly,1985,,MD,62.62,112.5,120,-125,60,65,-70,135,145,155,340,366.83,
Michele Oller,-63,lifters-view?id=40957,67.,Michele Oller,1985,,OK,62.99,117.5,125,-130,70,75,-77.5,132.5,140,-145,340,365.19,
Melis Papila,-63,lifters-view?id=29848,68.,Melis Papila,1988,,CA,61.12,122.5,-127.5,-127.5,57.5,62.5,-65,142.5,152.5,-160,337.5,370.95,
Danica Sa,-63,lifters-view?id=36503,71.,Danica Sa,1993,,CA,61.34,-122.5,-125,125,-70,-72.5,72.5,127.5,132.5,-137.5,330,361.71,
Vanessa Whiting,-63,lifters-view?id=39246,72.,Vanessa Whiting,1983,,ME,62.01,105,110,112.5,-70,70,72.5,142.5,145,-147.5,330,358.71,
Chelsea Green,-63,lifters-view?id=40494,73.,Chelsea Green,1991,GATA Barbell,GA,62.59,112.5,117.5,-120,72.5,77.5,-80,125,132.5,135,330,356.17,
Karrin Arries,-63,lifters-view?id=29587,76.,Karrin Arries,1982,,FL,62.46,110,120,-122.5,62.5,67.5,-72.5,120,127.5,-135,315,340.52,
Billie Denison,-63,lifters-view?id=30228,77.,Billie Denison,1989,,AK,62.76,110,-117.5,-117.5,47.5,50,52.5,125,132.5,-135,295,317.74,
Kimberly Walford,-72,lifters-view?id=13754,1.,Kimberly Walford,1978,,NJ,70.91,180,186.5,188,107.5,112.5,115,227.5,240,246,549,541.37,X
Chelsea Savit,-72,lifters-view?id=4168,2.,Chelsea Savit,1991,,TX,71.98,170,-177.5,177.5,117.5,122.5,-125,190,202.5,-205,502.5,490.54,
