Comp ID,Date,Name,Sanction #,State,Results,Homepage
competitions-view?id=611,01/01/2012,New England Open,,,,
competitions-view?id=612,01/01/2012,New England Open BP,,,,
competitions-view?id=613,01/01/2012,OH STATE,,,,
competitions-view?id=615,01/01/2012,OK STATE,,,,
competitions-view?id=617,01/01/2012,Rivers Edge,,,,
competitions-view?id=618,01/01/2012,RMLC St Ch,,,,
competitions-view?id=621,01/01/2012,SOUIX EMPIRE BP,,,,
competitions-view?id=622,01/01/2012,South Florida Open Powerlifting Championships,,,,
competitions-view?id=627,01/01/2012,USA Powerlifting Fast Gym Winter Classic Lifting Results,,,,
competitions-view?id=632,01/01/2012,USAPL Pennsylvania State PL Championships,,,,
competitions-view?id=633,01/01/2012,USAPL Summer Power Fest 2011,,,,
competitions-view?id=635,01/01/2012,USAPL TX ST CH,,,,
competitions-view?id=637,01/01/2012,Washington State Championships 2012,,,,
competitions-view?id=638,01/01/2012,WHSPA,,,,
competitions-view?id=639,01/01/2012,WMN WORLD CLASSIC CUP,,,,
competitions-view?id=641,01/01/2012,WORD JR & SUB JR,,,,
competitions-view?id=642,01/01/2012,WORLD JR & SJR,,,,
competitions-view?id=643,01/01/2012,World Masters,,,,
competitions-view?id=644,01/01/2012,WORLD MEN BP,,,,
competitions-view?id=645,01/01/2012,World Raw Cup,,,,
competitions-view?id=646,01/01/2012,7th USAPL Northeastern USA Regional Powerlifting Championships,,,,
competitions-view?id=659,04/14/1900,V-GIRLS,,,,
competitions-view?id=660,04/12/1900,V-BOYS,,,,
competitions-view?id=658,03/15/1900,JV-BOYS,,,,
