Name,Weightclass,Link,Placing,Name,YOB,Team,State,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points,Drug tested
Heather Faas,-52,lifters-view?id=5071,5.,Heather Faas,1983,,SC,50.40,105,115,-120,57.5,62.5,65,137.5,147.5,150,330,421.38,
Shelly Grossberg,-52,lifters-view?id=14277,6.,Shelly Grossberg,1986,,FL,50.40,102.5,107.5,112.5,60,62.5,-65,-142.5,-147.5,147.5,322.5,411.80,
Jennifer Kim,-52,lifters-view?id=17515,7.,Jennifer Kim,1987,,NJ,51.60,107.5,115,120,55,60,62.5,120,127.5,132.5,315,395.04,
Rachael Wagner,-52,lifters-view?id=15472,8.,Rachael Wagner,1982,,MO,50.80,100,107.5,112.5,50,52.5,-55,127.5,135,142.5,307.5,390.28,
Mune van Luen,-52,lifters-view?id=8073,9.,Mune van Luen,1976,,CA,50.90,112.5,117.5,120,57.5,60,62.5,110,112.5,117.5,300,380.19,
Heather Hoff,-52,lifters-view?id=4167,10.,Heather Hoff,1989,,MD,51.40,92.5,100,102.5,47.5,50,52.5,127.5,135,142.5,297.5,374.20,
Elizabeth Picardi,-52,lifters-view?id=14762,11.,Elizabeth Picardi,1990,,CA,51.20,102.5,-107.5,-107.5,60,-62.5,-62.5,125,132.5,-137.5,295,372.17,
Dana Villasin,-52,lifters-view?id=16987,12.,Dana Villasin,1991,,NJ,51.20,85,90,100,55,62.5,-65,127.5,-135,-135,290,365.86,
Stefani Polifrone,-52,lifters-view?id=6678,13.,Stefani Polifrone,1990,,NJ,48.40,82.5,-92.5,-92.5,50,57.5,-62.5,137.5,145,-147.5,285,375.15,
Hai Ly Tran,-52,lifters-view?id=14413,14.,Hai Ly Tran,1986,,CO,50.80,90,95,100,45,47.5,50,115,125,-132.5,275,349.03,
Junay Hom,-52,lifters-view?id=17641,16.,Junay Hom,1978,,VA,51.20,90,97.5,-105,50,-57.5,-60,115,127.5,-140,275,346.94,
Andrea White,-57,lifters-view?id=5395,1.,Andrea White,1978,,NY,56.20,127.5,135,137.5,85,90,,172.5,183,186,413.5,485.16,
Meghan Pellatt,-57,lifters-view?id=5882,2.,Meghan Pellatt,1984,,NY,56.50,130,137.5,142.5,77.5,-80,-80,172.5,183.5,-194,403.5,471.45,
Katherine Kasabuske,-57,lifters-view?id=4150,3.,Katherine Kasabuske,1980,,WI,54.60,127.5,135,-142.5,65,70,75,162.5,170,-175,380,456.08,
Lakesha Manning,-57,lifters-view?id=23102,5.,Lakesha Manning,1989,,IA,56.00,122.5,135,-137.5,-62.5,62.5,-67.5,155,165,-170,362.5,426.52,
Lodrina Cherne,-57,lifters-view?id=16901,6.,Lodrina Cherne,1982,,MA,56.20,117.5,-127.5,130,72.5,77.5,-82.5,152.5,-167.5,-167.5,360,422.39,
Alyssa Haveson,-57,lifters-view?id=3148,7.,Alyssa Haveson,1988,,PA,55.70,112.5,122.5,-127.5,67.5,72.5,-75,140,150,157.5,352.5,416.51,
Melissa Barber,-57,lifters-view?id=23811,8.,Melissa Barber,1985,,MD,56.40,117.5,-125,-125,57.5,-65,65,157.5,165,170,352.5,412.46,
Laura McGuill,-57,lifters-view?id=22585,9.,Laura McGuill,1991,,TX,55.70,112.5,120,130,55,60,65,132.5,140,145,340,401.74,
Lauren Roseman,-57,lifters-view?id=16989,11.,Lauren Roseman,1979,,PA,56.00,-112.5,117.5,-122.5,72.5,-77.5,77.5,137.5,142.5,-147.5,337.5,397.10,
Nicole Wright,-57,lifters-view?id=13932,13.,Nicole Wright,1987,,MA,54.60,105,112.5,117.5,60,65,67.5,132.5,145,147.5,332.5,399.07,
Stephanie Vetter,-57,lifters-view?id=24629,15.,Stephanie Vetter,1981,,WI,56.10,-112.5,-112.5,112.5,65,-70,-70,142.5,145,-147.5,322.5,378.94,
Stephanie Gavilanez,-57,lifters-view?id=15560,16.,Stephanie Gavilanez,1991,,CT,54.40,107.5,117.5,-122.5,60,62.5,-65,120,130,137.5,317.5,382.14,
Kimberly Muniz,-57,lifters-view?id=11196,17.,Kimberly Muniz,1979,,MD,54.30,-105,-105,105,70,75,-77.5,125,132.5,-137.5,312.5,376.69,
Davi Cohen,-57,lifters-view?id=10006,18.,Davi Cohen,1979,,NY,55.50,97.5,102.5,107.5,72.5,77.5,-80,117.5,-125,125,310,367.32,
Beth Slotnick,-57,lifters-view?id=14430,20.,Beth Slotnick,1988,,NY,54.00,-92.5,92.5,105,55,60,62.5,120,132.5,-137.5,300,363.18,
Ashley Porter,-57,lifters-view?id=7167,21.,Ashley Porter,1987,,FL,55.70,102.5,107.5,110,55,-57.5,-57.5,132.5,,,297.5,351.53,
Camilla Jones,-57,lifters-view?id=6246,22.,Camilla Jones,1985,,NM,56.30,95,-100,-100,60,-62.5,-62.5,137.5,-142.5,-142.5,292.5,342.72,
Alyssa Reyes,-57,lifters-view?id=6679,24.,Alyssa Reyes,1990,,NJ,55.70,97.5,102.5,-110,50,52.5,-57.5,132.5,-142.5,-142.5,287.5,339.71,
Michelle Anne Zarnora,-57,lifters-view?id=25172,26.,Michelle Anne Zarnora,,,CA,53.60,92.5,-100,100,47.5,52.5,55,115,125,-137.5,280,340.93,
Laila Ajani,-57,lifters-view?id=24473,27.,Laila Ajani,1982,,CA,54.40,-77.5,82.5,87.5,45,47.5,50,117.5,122.5,127.5,265,318.95,
Elisabeth Castleman,-57,lifters-view?id=23691,28.,Elisabeth Castleman,1991,,MD,55.70,85,-90,92.5,47.5,52.5,-55,97.5,105,-110,250,295.40,
Shannon Schriver,-57,lifters-view?id=16990,29.,Shannon Schriver,1985,,PA,55.80,70,80,82.5,50,-55,-55,115,-122.5,,247.5,292.03,
Missy Hunt,-57,lifters-view?id=9016,30.,Missy Hunt,,,IN,56.30,-100,105,-107.5,40,45,55,65,75,85,245,287.07,
Ewa Januszkiewicz,-63,lifters-view?id=4748,3.,Ewa Januszkiewicz,1991,,CT,61.40,132.5,-142.5,142.5,70,75,-77.5,167.5,177.5,187.5,405,443.56,
Jessica Edwards,-63,lifters-view?id=33789,5.,Jessica Edwards,1978,,VA,58.90,117.5,122.5,125,80,-85,85,157.5,-160,160,370,418.47,
Sonya McMillan,-63,lifters-view?id=14544,6.,Sonya McMillan,1979,,GA,60.80,122.5,137.5,145,65,-70,70,132.5,145,152.5,367.5,405.54,
Dicy Ann Saylor,-63,lifters-view?id=38083,7.,Dicy Ann Saylor,1988,,GA,61.10,127.5,-137.5,137.5,62.5,65,67.5,142.5,155,162.5,367.5,404.03,
Alexis Kajencki,-63,lifters-view?id=4907,8.,Alexis Kajencki,1983,,MD,61.50,127.5,135,-140,72.5,77.5,-82.5,145,155,-160,367.5,402.01,
Megan Gallagher,-63,lifters-view?id=15344,9.,Megan Gallagher,1988,,DC,61.80,-125,125,-127.5,65,67.5,-70,165,172.5,-175,365,397.78,
Sara Egbom,-63,lifters-view?id=6264,10.,Sara Egbom,1988,,NM,62.90,120,127.5,-137.5,67.5,70,-75,145,155,165,362.5,389.80,
Laura Vineyard,-63,lifters-view?id=24548,11.,Laura Vineyard,1987,,MO,61.90,122.5,127.5,130,65,-70,-70,150,165,-170,360,391.82,
Zoe Ubaldo,-63,lifters-view?id=6268,12.,Zoe Ubaldo,1988,,MD,61.00,130,-140,-140,65,70,-72.5,135,150,157.5,357.5,393.50,
Melissa Erwin,-63,lifters-view?id=8435,13.,Melissa Erwin,1981,,NJ,61.40,125,132.5,-137.5,70,75,-80,150,-157.5,-157.5,357.5,391.53,
Amanda Shay,-63,lifters-view?id=7088,14.,Amanda Shay,1990,,OH,57.50,110,112.5,-117.5,65,70,-72.5,165,172.5,-177.5,355,409.14,
Mags Wilbur,-63,lifters-view?id=24332,15.,Mags Wilbur,1986,,CT,59.60,107.5,115,-120,67.5,70,72.5,150,165,-167.5,352.5,395.05,
Ashliegh Knox,-63,lifters-view?id=29985,16.,Ashliegh Knox,1984,,MD,61.20,-125,125,-132.5,67.5,72.5,-75,145,155,-160,352.5,387.05,
"Jenn ""Streaky"" Yates",-63,lifters-view?id=25181,17.,"Jenn ""Streaky"" Yates",1982,,GA,61.90,120,-130,130,72.5,-77.5,77.5,135,145,-157.5,352.5,383.66,
Leanna Carr,-63,lifters-view?id=8379,20.,Leanna Carr,1991,,GA,63.00,102.5,110,117.5,65,70,72.5,142.5,-150,155,345,370.53,
Mia Cano,-63,lifters-view?id=5456,2.,Mia Cano,1996,,FL,61.10,107.5,117.5,125,57.5,60,62.5,132.5,145,152.5,340,373.80,
Mikaela raddatz,-63,lifters-view?id=14836,22.,Mikaela raddatz,1985,,MN,61.60,125,-135,-135,60,62.5,-65,140,147.5,152.5,340,371.45,
Aliscia Adorno,-63,lifters-view?id=15022,23.,Aliscia Adorno,1986,,PA,62.60,112.5,117.5,-125,62.5,-67.5,-67.5,145,152.5,157.5,337.5,364.23,
Jennifer Varano,-63,lifters-view?id=13931,24.,Jennifer Varano,1981,,PA,60.30,105,112.5,117.5,72.5,77.5,82.5,122.5,130,135,335,372.05,
Dena Gold,-63,lifters-view?id=24798,25.,Dena Gold,1988,,NY,62.10,105,110,112.5,62.5,67.5,70,142.5,147.5,152.5,335,363.74,
Lori Sharon,-63,lifters-view?id=6919,26.,Lori Sharon,1983,,WA,62.90,-107.5,-107.5,107.5,70,-77.5,-77.5,147.5,155,-160,332.5,357.54,
Allison Feras,-63,lifters-view?id=11199,27.,Allison Feras,,,DC,62.10,107.5,115,-120,67.5,70,72.5,130,137.5,142.5,330,358.31,
Stephanie Shockley,-63,lifters-view?id=23469,28.,Stephanie Shockley,1991,,OH,62.50,122.5,132.5,-140,-55,55,62.5,135,-142.5,-142.5,330,356.57,
Megan Smith,-63,lifters-view?id=5324,29.,Megan Smith,1982,,TX,62.70,-120,120,-127.5,60,62.5,-65,135,142.5,-145,325,350.32,
Hannah Cunningham,-63,lifters-view?id=14882,31.,Hannah Cunningham,1983,,CA,61.40,-107.5,112.5,120,55,57.5,62.5,127.5,137.5,140,322.5,353.20,
Samantha LaCoe,-63,lifters-view?id=6957,35.,Samantha LaCoe,1991,,PA,61.90,105,112.5,117.5,60,65,-70,-135,135,-137.5,317.5,345.57,
Jessica Diedrich,-63,lifters-view?id=18052,36.,Jessica Diedrich,,,NH,62.80,112.5,-115,,57.5,60,-62.5,137.5,-145,145,317.5,341.79,
Ayngelia Ara,-63,lifters-view?id=13805,38.,Ayngelia Ara,1981,,VA,61.30,-95,105,-110,-60,-65,65,142.5,-150,-150,312.5,342.69,
Vanessa Burman,-63,lifters-view?id=23435,40.,Vanessa Burman,,,CA,61.20,105,112.5,115,57.5,60,-62.5,130,135,-140,310,340.38,
Amanda Cruz-Ortiz,-63,lifters-view?id=8651,41.,Amanda Cruz-Ortiz,1991,,PA,62.50,92.5,100,105,47.5,55,-60,135,147.5,-155,307.5,332.25,
Bridget Smith,-63,lifters-view?id=3080,42.,Bridget Smith,1986,,IA,60.70,95,100,-105,55,-57.5,-57.5,140,-147.5,-147.5,295,325.95,
Nicole Goodsell,-63,lifters-view?id=17642,43.,Nicole Goodsell,1990,,MD,60.10,-92.5,100,105,57.5,60,-62.5,117.5,127.5,-135,292.5,325.67,
Roxanne Kirstner,-63,lifters-view?id=3018,44.,Roxanne Kirstner,1976,,PA,61.70,95,102.5,-107.5,57.5,62.5,-65,107.5,117.5,127.5,292.5,319.15,
Elizabeth Lafavor,-63,lifters-view?id=17516,45.,Elizabeth Lafavor,1985,,NJ,59.80,115,120,-125,55,-57.5,-57.5,107.5,110,112.5,287.5,321.37,
Erica Augustyniak,-63,lifters-view?id=23401,46.,Erica Augustyniak,1986,,MO,60.90,87.5,92.5,97.5,52.5,55,57.5,110,115,120,275,303.08,
Renee Frohnert,-63,lifters-view?id=3014,47.,Renee Frohnert,1993,,PA,62.00,92.5,97.5,-102.5,60,62.5,-67.5,95,102.5,112.5,272.5,296.23,
Marisa Lara,-63,lifters-view?id=16052,48.,Marisa Lara,1994,,PA,62.40,75,82.5,90,50,-55,-55,120,125,132.5,272.5,294.79,
Meaghan McCoy,-63,lifters-view?id=15866,49.,Meaghan McCoy,1990,,CT,57.90,82.5,90,-95,47.5,50,-52.5,100,110,117.5,257.5,295.17,
Rupa Bhattacharya,-63,lifters-view?id=11584,50.,Rupa Bhattacharya,1981,,NY,61.30,90,97.5,-105,40,42.5,-45,110,117.5,-125,257.5,282.37,
Cathleen Lavelle,-63,lifters-view?id=14884,51.,Cathleen Lavelle,1986,,CA,59.90,72.5,-77.5,80,35,37.5,40,120,127.5,135,255,284.66,
Deirdre Orem,-63,lifters-view?id=25183,52.,Deirdre Orem,,,VA,62.80,92.5,-97.5,-97.5,50,55,-62.5,92.5,97.5,-105,245,263.74,
Chelsey D'Antonio,-63,lifters-view?id=16992,53.,Chelsey D'Antonio,1990,,PA,62.10,75,80,85,50,-55,-55,95,102.5,105,240,260.59,
Jelyn Frye,-63,lifters-view?id=16993,54.,Jelyn Frye,1988,,PA,62.70,80,85,-92.5,47.5,-55,-55,102.5,-110,-110,235,253.31,
Kimberly Walford,-72,lifters-view?id=13754,1.,Kimberly Walford,1978,,CT,68.90,175,180,-187,105,112.5,,225,235,-243,527.5,530.61,
Chelsea Savit,-72,lifters-view?id=4168,2.,Chelsea Savit,1991,,TX,71.80,155,162.5,170,110,115,-116,180,190,-200,475,464.50,
Laura Radecki,-72,lifters-view?id=7668,3.,Laura Radecki,1989,,MI,70.50,150,160,165,82.5,87.5,90,175,185,187.5,442.5,438.08,
Rori Alter,-72,lifters-view?id=6285,4.,Rori Alter,1987,,NY,70.10,137.5,147.5,152.5,92.5,97.5,102.5,167.5,177.5,185,440,437.32,
Alexis Sweeney,-72,lifters-view?id=23829,5.,Alexis Sweeney,1988,,NJ,67.70,142.5,152.5,157.5,85,90,-92.5,157.5,167.5,175,422.5,430.32,
Emily House,-72,lifters-view?id=23747,6.,Emily House,1989,,GA,68.70,117.5,125,132.5,90,95,100,167.5,180,187.5,420,423.32,
Maya Camille Winters,-72,lifters-view?id=24222,8.,Maya Camille Winters,,,PA,70.50,127.5,130,132.5,87.5,-92.5,-92.5,180,-190,,400,396.00,
Jaclyn Galligan,-72,lifters-view?id=4347,9.,Jaclyn Galligan,1983,,RI,70.90,147.5,-157.5,-157.5,77.5,82.5,90,150,157.5,-165,395,389.55,
Karen Gue,-72,lifters-view?id=14709,10.,Karen Gue,1983,,MD,69.40,150,-157.5,-157.5,72.5,75,80,150,157.5,160,390,390.31,
Lauren Harris,-72,lifters-view?id=2136,11.,Lauren Harris,1981,,NE,70.70,130,137.5,-140,-65,65,-67.5,175,185,187.5,390,385.36,
Staci Ardison,-72,lifters-view?id=25193,13.,Staci Ardison,,,TX,69.70,115,122.5,-125,75,80,-82.5,160,172.5,185,387.5,386.65,
Amy Tomasko,-72,lifters-view?id=3020,14.,Amy Tomasko,1988,,PA,70.30,142.5,152.5,160,70,72.5,77.5,147.5,-157.5,-162.5,385,381.88,
Devon Edkins,-72,lifters-view?id=24275,15.,Devon Edkins,,,OH,71.40,127.5,-137.5,140,-82.5,82.5,-85,147.5,155,162.5,385,377.88,
Karina Baymiller,-72,lifters-view?id=14793,16.,Karina Baymiller,1988,,,71.50,127.5,135,142.5,72.5,77.5,-82.5,145,152.5,160,380,372.63,
Paige Semenza,-72,lifters-view?id=16996,18.,Paige Semenza,1991,,PA,64.70,115,125,135,70,77.5,-85,132.5,147.5,162.5,375,394.76,
Kathryn Mazza,-72,lifters-view?id=35346,19.,Kathryn Mazza,1990,,PA,69.40,132.5,142.5,-147.5,80,82.5,-85,140,145,150,375,375.30,
Jessica Evans,-72,lifters-view?id=6291,20.,Jessica Evans,1987,,IL,71.20,140,147.5,152.5,55,60,65,145,152.5,-157.5,370,363.86,
Leah Cook,-72,lifters-view?id=23149,21.,Leah Cook,1987,,MA,67.20,107.5,120,130,65,67.5,70,132.5,150,162.5,362.5,371.16,
Jordan Robelot,-72,lifters-view?id=3459,22.,Jordan Robelot,1991,,TX,71.70,137.5,-145,-145,82.5,-87.5,-87.5,130,137.5,-140,357.5,349.92,
Dana Zilber Varrone,-72,lifters-view?id=25194,23.,Dana Zilber Varrone,,,NY,70.40,122.5,132.5,-137.5,70,75,-77.5,130,140,147.5,355,351.81,
Lydia Mele,-72,lifters-view?id=2145,2.,Lydia Mele,1998,,GA,70.60,-120,120,-125,70,75,-77.5,140,155,157.5,352.5,348.62,
Vanessa Berger,-72,lifters-view?id=25054,27.,Vanessa Berger,1989,,ID,68.00,112.5,125,-130,65,70,-75,-147.5,150,-167.5,345,350.28,
Kelly Miller,-72,lifters-view?id=4697,28.,Kelly Miller,1982,,CA,70.20,130,140,-145,60,62.5,-65,130,142.5,-152.5,345,342.55,
Lyn Pendley,-72,lifters-view?id=25195,30.,Lyn Pendley,,,VA,70.40,-105,110,-120,67.5,72.5,-77.5,140,147.5,155,337.5,334.46,
TerriAnn Sgarlata,-72,lifters-view?id=23830,31.,TerriAnn Sgarlata,1981,,NJ,71.20,112.5,120,-122.5,60,65,67.5,147.5,-155,-155,335,329.44,
Isha Tohill,-72,lifters-view?id=15346,34.,Isha Tohill,1986,,DC,69.90,117.5,-130,130,62.5,67.5,-72.5,120,130,-132.5,327.5,326.12,
Lauren Jackson,-72,lifters-view?id=13992,35.,Lauren Jackson,1991,,IL,71.70,100,107.5,112.5,60,62.5,65,132.5,142.5,150,327.5,320.56,
Ashley Bogan,-72,lifters-view?id=24271,36.,Ashley Bogan,1995,,MI,66.20,102.5,112.5,120,55,60,-65,127.5,137.5,145,325,336.41,
Laurie Gooden,-72,lifters-view?id=4129,37.,Laurie Gooden,1981,,OH,71.60,97.5,105,112.5,70,72.5,-80,-125,140,-147.5,325,318.40,
Meredith Rogers,-72,lifters-view?id=23514,38.,Meredith Rogers,1986,,MA,68.20,92.5,100,105,72.5,77.5,80,130,135,-140,320,324.19,
Emily Zwilling,-72,lifters-view?id=5672,40.,Emily Zwilling,1984,,MO,66.30,105,110,115,52.5,57.5,-60,125,137.5,145,317.5,328.26,
Chrystn Fisher,-72,lifters-view?id=6879,42.,Chrystn Fisher,1978,,NH,69.60,102.5,110,-117.5,57.5,62.5,67.5,122.5,132.5,140,317.5,317.12,
Vanessa Gale,-72,lifters-view?id=4694,43.,Vanessa Gale,1988,,GA,64.40,102.5,112.5,117.5,55,60,-62.5,125,135,-140,312.5,330.13,
Jennifer Stofferahn,-72,lifters-view?id=25196,44.,Jennifer Stofferahn,,,VA,68.20,102.5,110,-117.5,57.5,62.5,-65,120,130,-137.5,302.5,306.46,
Vanessa Schaffer,-72,lifters-view?id=25197,45.,Vanessa Schaffer,1982,,VA,71.40,-102.5,102.5,107.5,45,50,55,125,132.5,140,302.5,296.90,
ERICA ISAACS,-72,lifters-view?id=16560,46.,ERICA ISAACS,1989,,DE,69.30,97.5,-107.5,107.5,57.5,62.5,-70,120,130,-150,300,300.54,
Nicole Pellerin,-72,lifters-view?id=25198,47.,Nicole Pellerin,1991,,CT,70.30,105,107.5,112.5,62.5,67.5,70,107.5,110,117.5,300,297.57,
Suzanne Witt,-72,lifters-view?id=5225,48.,Suzanne Witt,1990,,OH,71.40,102.5,-107.5,-107.5,55,60,-62.5,135,-142.5,-142.5,297.5,292.00,
Sarah Love,-72,lifters-view?id=6695,49.,Sarah Love,1986,,NY,69.70,95,100,107.5,57.5,60,-62.5,120,125,-130,292.5,291.86,
Liza Ledford,-72,lifters-view?id=24276,50.,Liza Ledford,1986,,KY,70.20,-102.5,102.5,-112.5,52.5,-57.5,57.5,115,125,132.5,292.5,290.42,
Robin Wellington,-72,lifters-view?id=15349,52.,Robin Wellington,1980,,NY,71.30,95,100,105,45,47.5,50,122.5,132.5,-135,287.5,282.44,
Brenda Trewyn,-72,lifters-view?id=23459,53.,Brenda Trewyn,1976,,WI,68.70,80,85,92.5,37.5,42.5,-47.5,102.5,117.5,130,265,267.09,
Erin Mayhew,-72,lifters-view?id=15351,54.,Erin Mayhew,1985,,DE,70.20,90,95,100,47.5,52.5,-55,97.5,107.5,-115,260,258.15,
Constance Hadady,-72,lifters-view?id=25199,55.,Constance Hadady,,,VA,69.80,85,87.5,95,52.5,55,-62.5,-122.5,-140,-140,0,0.00,
Cristi Bartlett,-84,lifters-view?id=2133,2.,Cristi Bartlett,1986,,PA,82.40,-142.5,147.5,-155,102.5,-115,115,215,227.5,230,492.5,443.50,
Ogechi Akalegbere,-84,lifters-view?id=15343,3.,Ogechi Akalegbere,1988,,MD,79.90,157.5,167.5,175,85,90,95,167.5,177.5,182.5,452.5,414.31,
Kim Price,-84,lifters-view?id=4128,4.,Kim Price,1983,,OH,82.30,155,165,170,77.5,-82.5,-82.5,185,190,195,442.5,398.74,
Tiffiny Wohlers,-84,lifters-view?id=5160,5.,Tiffiny Wohlers,1991,,AK,76.40,155,165,-170,75,82.5,-87.5,167.5,182.5,192.5,440,413.56,
Kehaulani Richardson,-84,lifters-view?id=4169,8.,Kehaulani Richardson,1981,,HI,76.00,135,145,152.5,75,80,-82.5,160,172.5,-182.5,405,381.87,
Alexandra Donald,-84,lifters-view?id=14792,9.,Alexandra Donald,1990,,OH,78.70,125,132.5,-142.5,85,-92.5,-92.5,172.5,182.5,-192.5,400,369.40,
Amanda Smith,-84,lifters-view?id=24280,10.,Amanda Smith,,,IN,83.70,135,-145,150,77.5,85,87.5,140,152.5,160,397.5,355.09,
Carlyn Todorow,-84,lifters-view?id=6699,11.,Carlyn Todorow,1986,,PA,79.50,137.5,140,-142.5,75,77.5,-80,167.5,175,-177.5,392.5,360.39,
Katrina Diaz,-84,lifters-view?id=23061,12.,Katrina Diaz,1989,,IL,82.80,147.5,-155,-157.5,67.5,-72.5,72.5,155,165,170,390,350.34,
Caitlin Dunn,-84,lifters-view?id=5396,13.,Caitlin Dunn,1987,,CT,81.20,135,147.5,152.5,60,65,67.5,142.5,155,162.5,382.5,347.16,
Kara Frazier,-84,lifters-view?id=23088,28.,Kara Frazier,1982,,PA,82.80,,,,,,,,,,0,0.00,
Saysha Heinzman,-84,lifters-view?id=4482,17.,Saysha Heinzman,1980,,NY,81.20,127.5,137.5,-145,65,67.5,70,135,140,145,352.5,319.93,
Suhailly Matos,-84,lifters-view?id=24563,18.,Suhailly Matos,1985,,MD,81.50,125,132.5,-137.5,65,70,75,120,130,137.5,345,312.50,
Leah Wissow,-84,lifters-view?id=13942,19.,Leah Wissow,1988,,NY,79.40,117.5,127.5,132.5,65,-67.5,-67.5,137.5,145,-150,342.5,314.72,
Yuliya Zamriy,-84,lifters-view?id=22161,20.,Yuliya Zamriy,1982,,NY,79.70,112.5,120,125,67.5,-70,70,125,132.5,140,335,307.16,
Emily Finkelstein,-84,lifters-view?id=25201,22.,Emily Finkelstein,,,VA,79.10,97.5,102.5,107.5,55,62.5,67.5,130,140,150,325,299.29,
Ana Perez,-84,lifters-view?id=25202,24.,Ana Perez,1983,,VA,83.10,-107.5,-107.5,107.5,55,-65,-65,155,-170,-170,317.5,284.67,
Jessica Lane,84+,lifters-view?id=16999,32.,Jessica Lane,1989,,PA,90.00,,,,,,,115,,,115,99.37,
Stephanie Tracy,-84,lifters-view?id=6701,26.,Stephanie Tracy,1979,,NY,82.30,85,90,92.5,57.5,62.5,-65,125,132.5,-137.5,287.5,259.07,
MICHELLE VERSACE,-84,lifters-view?id=24413,27.,MICHELLE VERSACE,,,NJ,76.60,100,-105,105,52.5,,,115,-125,,272.5,255.71,
Bonica Lough,84+,lifters-view?id=14781,1.,Bonica Lough,1988,,NE,132.10,247.5,260,265,132.5,146,150,212.5,227.5,237.5,652.5,512.87,
Rebecca Holcomb,84+,lifters-view?id=13795,3.,Rebecca Holcomb,1987,,GA,148.00,205,217.5,227.5,97.5,-105,105,205,217.5,-227.5,550,423.89,
Melissa Copeland,84+,lifters-view?id=4173,4.,Melissa Copeland,1977,,MD,117.10,192.5,202.5,-212.5,100,107.5,112.5,192.5,202.5,-210,517.5,415.66,
Cassie Williams,84+,lifters-view?id=28269,5.,Cassie Williams,1984,,FL,110.80,205,210,215,100,102.5,-107.5,185,192.5,197.5,515,418.08,
Elizabeth Flinner,84+,lifters-view?id=6316,6.,Elizabeth Flinner,1989,,IN,110.90,175,182.5,-195,85,90,-95,170,190,-202.5,462.5,375.41,
Debbie Zeigler,84+,lifters-view?id=3150,7.,Debbie Zeigler,1985,,PA,90.80,152.5,167.5,180,87.5,92.5,97.5,160,182.5,-187.5,460,396.01,
SHANNON MURPHY,84+,lifters-view?id=7057,8.,SHANNON MURPHY,1986,,MN,109.20,147.5,160,165,100,-107.5,-107.5,175,185,-187.5,450,366.44,
Heather Osswald,84+,lifters-view?id=25204,9.,Heather Osswald,1985,,NY,123.40,157.5,167.5,177.5,87.5,92.5,-95,170,177.5,-185,447.5,356.08,
Amanda Carroll,84+,lifters-view?id=6319,10.,Amanda Carroll,1980,,GA,91.00,152.5,162.5,172.5,80,85,-90,167.5,177.5,187.5,445,382.79,
Courtney Lynch,84+,lifters-view?id=6318,13.,Courtney Lynch,1986,,PA,106.80,140,150,160,67.5,72.5,75,175,190,200,435,356.00,
LaTavia Bowens,84+,lifters-view?id=6120,14.,LaTavia Bowens,1980,,IL,90.40,162.5,-172.5,-172.5,70,80,-87.5,167.5,180,185,427.5,368.72,
Katey Dodge,84+,lifters-view?id=5742,15.,Katey Dodge,1981,,NE,100.30,155,170,-180,75,82.5,-87.5,150,165,-170,417.5,347.32,
Mary Snedeker,84+,lifters-view?id=25205,16.,Mary Snedeker,1981,,VA,114.20,132.5,140,147.5,75,80,85,170,-177.5,180,412.5,332.89,
Lindsey Salinas,84+,lifters-view?id=14253,19.,Lindsey Salinas,1986,,NV,100.20,125,132.5,145,82.5,90,-95,130,137.5,150,385,320.36,
Vicky Lehman,84+,lifters-view?id=6015,20.,Vicky Lehman,1982,,NC,100.40,145,150,152.5,-67.5,67.5,70,152.5,157.5,162.5,385,320.17,
Amanda Ricigliano,84+,lifters-view?id=17155,21.,Amanda Ricigliano,1986,,IN,102.90,130,140,152.5,-65,65,72.5,142.5,152.5,160,385,318.01,
Dawn Williams,84+,lifters-view?id=25206,22.,Dawn Williams,1978,,VA,96.10,137.5,-145,145,90,95,-100,140,-155,-155,380,320.38,
Roberta Castor,84+,lifters-view?id=14795,23.,Roberta Castor,1982,,OH,87.60,117.5,137.5,140,72.5,-82.5,-82.5,150,162.5,,375,327.83,
Alexis Dowling,84+,lifters-view?id=6321,24.,Alexis Dowling,1985,,NM,93.10,132.5,137.5,-145,70,-75,-75,152.5,-160,-160,360,306.94,
Rebecca Foster,84+,lifters-view?id=25207,25.,Rebecca Foster,1983,,MD,93.80,-117.5,117.5,127.5,65,70,75,135,145,152.5,355,301.86,
Alison Squiller,84+,lifters-view?id=14713,26.,Alison Squiller,1991,,MD,93.30,112.5,120,127.5,60,65,70,135,145,150,347.5,296.04,
Beth Honcharski,84+,lifters-view?id=25208,27.,Beth Honcharski,,,VA,95.40,110,-120,-120,67.5,75,-77.5,140,145,-150,330,278.92,
Allison Shaffer,84+,lifters-view?id=15362,28.,Allison Shaffer,1981,,VA,109.90,100,115,-130,70,-75,-75,140,-155,-155,325,264.29,
Kimberly Muhammad,84+,lifters-view?id=14714,29.,Kimberly Muhammad,1979,,MD,111.60,-110,110,120,60,65,67.5,122.5,130,137.5,325,263.45,
Rhonda Watts,84+,lifters-view?id=14554,33.,Rhonda Watts,1990,,AL,84.30,155,-165,-165,-87.5,-87.5,-87.5,220,-225,-225,0,0.00,
Esther Odamah,84+,lifters-view?id=7094,34.,Esther Odamah,1986,,TX,94.60,-172.5,-172.5,-172.5,,,,-170,,,0,0.00,
