Name,Weightclass,Link,Placing,Name,YOB,Team,State,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points,Drug tested
Danielle Ternet,-72,lifters-view?id=24269,31.,Danielle Ternet,1992,,IN,71.45,125,130,-132.5,90,-95,-95,137.5,145,-152.5,365,358.10,
Tara Coulter,-72,lifters-view?id=32113,33.,Tara Coulter,1977,,KY,70.80,-125,132.5,-140,62.5,65,67.5,150,160,-167.5,360,355.36,
Nida Namathep,-72,lifters-view?id=24889,34.,Nida Namathep,1982,,AZ,71.25,-115,-120,120,70,80,87.5,140,150,-162.5,357.5,351.39,
Helen Lewis-Rzeszutek,-72,lifters-view?id=27194,35.,Helen Lewis-Rzeszutek,1986,,WI,68.10,-140,140,-147.5,72.5,77.5,-82.5,130,137.5,-142.5,355,360.04,
Katelyn Black,-72,lifters-view?id=30588,37.,Katelyn Black,1992,,GA,71.55,-125,125,-130,67.5,72.5,-75,137.5,152.5,-155,350,343.04,
Shedna Kimble,-72,lifters-view?id=29863,39.,Shedna Kimble,1989,,CA,71.15,107.5,115,120,65,70,-75,140,150,157.5,347.5,341.87,
Chelsea Delois,-72,lifters-view?id=14284,40.,Chelsea Delois,1989,Squats & Science,FL,71.45,120,127.5,-132.5,70,75,-77.5,130,140,145,347.5,340.93,
Nickole Cox,-72,lifters-view?id=33155,41.,Nickole Cox,1983,,MO,69.75,130,-135,-135,62.5,67.5,70,130,140,-147.5,340,339.08,
Angela Roark,-72,lifters-view?id=28025,42.,Angela Roark,1986,,VA,70.25,-110,110,-117.5,65,70,-75,155,-165,-165,335,332.45,
Tara Highbaugh,-72,lifters-view?id=17974,43.,Tara Highbaugh,1980,Team Carolina,NC,63.10,-117.5,-117.5,-117.5,87.5,92.5,-95,150,-160,-160,0,0.00,
Daniella Melo,-84,lifters-view?id=32173,1.,Daniella Melo,1998,,FL,83.00,175,182.5,187.5,97.5,-102.5,105,192.5,205,-212.5,497.5,446.36,
Natalie Hanson,-84,lifters-view?id=2567,3.,Natalie Hanson,1990,,AK,81.50,182.5,190,-195,105,110,112.5,-190,190,-202.5,492.5,446.11,
Monet Bland,-84,lifters-view?id=26783,5.,Monet Bland,1991,,MA,82.80,160,167.5,175,87.5,92.5,95,192.5,207.5,212.5,482.5,433.43,
Ogechi Akalegbere,-84,lifters-view?id=15343,6.,Ogechi Akalegbere,1988,,MD,83.44,185,-190,-190,97.5,102.5,107.5,185,-190,-190,477.5,427.22,
Tiffiny Wohlers,-84,lifters-view?id=5160,7.,Tiffiny Wohlers,1991,,AK,79.10,162.5,172.5,-182.5,82.5,90,92.5,185,197.5,202.5,467.5,430.52,
Sammi Johnson,-84,lifters-view?id=32880,8.,Sammi Johnson,1986,,CA,82.10,155,160,165,92.5,97.5,-100,197.5,-212.5,-212.5,460,415.06,
Mariah Hamm,-84,lifters-view?id=24874,9.,Mariah Hamm,1992,,WI,83.20,165,175,-182.5,87.5,97.5,-102.5,175,185,-192.5,457.5,409.97,
Debbie Zeigler,-84,lifters-view?id=3150,10.,Debbie Zeigler,1985,,PA,83.66,165,172.5,177.5,87.5,95,-100,165,182.5,-185,455,406.59,
Mikelina Belaineh,-84,lifters-view?id=26782,11.,Mikelina Belaineh,1991,,MA,80.48,155,165,-172.5,82.5,-85,-85,185,197.5,-200,445,405.84,
Kim Price,-84,lifters-view?id=4128,12.,Kim Price,1983,,OH,82.80,167.5,-170,-170,77.5,80,-82.5,180,187.5,195,442.5,397.50,
Kehaulani Richardson,-84,lifters-view?id=4169,13.,Kehaulani Richardson,1981,Mana Barbell,HI,83.72,160,-170,172.5,77.5,82.5,-87.5,170,180,187.5,442.5,395.24,
Alexandra Donald,-84,lifters-view?id=14792,14.,Alexandra Donald,1990,,OH,83.78,127.5,137.5,145,85,90,-97.5,165,175,187.5,422.5,377.25,
Nikole Auger,-84,lifters-view?id=28200,15.,Nikole Auger,1990,,MA,83.16,142.5,152.5,-157.5,77.5,82.5,85,165,172.5,182.5,420,376.45,
Christine Tomes,-84,lifters-view?id=23403,16.,Christine Tomes,1985,,IN,80.14,120,127.5,137.5,82.5,87.5,92.5,167.5,180,187.5,417.5,381.64,
Cynthia Hansen,-84,lifters-view?id=31588,17.,Cynthia Hansen,1985,,IA,79.60,145,-160,-160,80,-85,-85,175,187.5,-192.5,412.5,378.51,
April Grey,-84,lifters-view?id=30449,18.,April Grey,1977,,CT,82.12,145,155,-165,87.5,92.5,-95,155,165,-175,412.5,372.12,
Aleah Mohamed,-84,lifters-view?id=26103,19.,Aleah Mohamed,1992,,MD,74.68,135,-140,145,82.5,87.5,92.5,155,165,172.5,410,390.81,
Bailey Stenson,-84,lifters-view?id=30516,20.,Bailey Stenson,1988,,WA,81.94,142.5,-152.5,157.5,67.5,72.5,77.5,152.5,165,172.5,407.5,368.05,
Jacquelyn Alford,-84,lifters-view?id=27836,21.,Jacquelyn Alford,1990,,GA,83.24,147.5,-155,-157.5,82.5,85,90,170,-175,-177.5,407.5,365.04,
Dawn Williams,-84,lifters-view?id=25206,22.,Dawn Williams,1978,,VA,83.70,140,150,-155,90,95,97.5,155,-160,,402.5,359.55,
Ashley Donahue,-84,lifters-view?id=27622,23.,Ashley Donahue,1985,,IN,83.76,125,132.5,-140,85,90,-95,165,177.5,-185,400,357.20,
Jamie Hodges,-84,lifters-view?id=29531,25.,Jamie Hodges,1989,,IN,83.56,127.5,137.5,142.5,75,-80,80,160,172.5,-177.5,395,353.17,
Caitlin Dunn,-84,lifters-view?id=5396,26.,Caitlin Dunn,1987,,CT,80.20,137.5,150,155,67.5,72.5,75,150,162.5,-170,392.5,358.63,
Shauna Staveley,-84,lifters-view?id=30396,27.,Shauna Staveley,1985,,MA,81.04,-137.5,137.5,-145,75,77.5,80,165,175,-182.5,392.5,356.59,
Deanna Gerdesmeier,-84,lifters-view?id=15916,28.,Deanna Gerdesmeier,1988,Team Rohr,TN,82.80,142.5,145,152.5,70,-80,80,147.5,152.5,160,392.5,352.58,
Niki Sims,-84,lifters-view?id=26578,30.,Niki Sims,1985,,GA,77.60,-120,120,125,77.5,82.5,-85,165,172.5,180,387.5,360.80,
Yuliya Zamriy,-84,lifters-view?id=22161,31.,Yuliya Zamriy,1982,,NY,78.82,135,142.5,-145,80,-85,-85,150,155,165,387.5,357.55,
Nicole Myers,-84,lifters-view?id=25850,32.,Nicole Myers,1979,,CA,82.20,115,125,132.5,72.5,77.5,-85,157.5,162.5,167.5,377.5,340.39,
Kayla Cueva,-84,lifters-view?id=29947,33.,Kayla Cueva,1992,,TX,81.64,-135,-142.5,142.5,75,-77.5,-77.5,155,-165,-165,372.5,337.11,
Lindsey Cardinal,-84,lifters-view?id=33081,34.,Lindsey Cardinal,1989,,IL,81.90,-187.5,-190,-190,107.5,110,112.5,187.5,195,200,0,0.00,
Bonica Lough,84+,lifters-view?id=14781,1.,Bonica Lough,1988,Bell Power Systems,NE,130.10,252.5,257.5,,142.5,150,-152.5,212.5,227.5,-232.5,635,500.51,
LeeAnn Hewitt,84+,lifters-view?id=14292,1.,LeeAnn Hewitt,1999,Squats & Science,FL,154.50,237.5,-255,255,105,115,120,210,230,-238.5,605,465.31,
Becci Holcomb,84+,lifters-view?id=4701,3.,Becci Holcomb,1987,Team Rohr,GA,157.40,207.5,220,-230,90,97.5,105,207.5,217.5,-227.5,542.5,417.24,
Tabitha Miller,84+,lifters-view?id=16228,4.,Tabitha Miller,1987,,MN,114.36,190,207.5,215,95,100,110,195,215,-225,540,435.67,
Sarah Brenner,84+,lifters-view?id=27960,5.,Sarah Brenner,1990,,PA,127.48,195,212.5,-220,85,92.5,100,197.5,215,220,532.5,421.26,
Melissa Copeland,84+,lifters-view?id=4173,6.,Melissa Copeland,1977,,MD,105.65,195,-205,-205,107.5,-110,,192.5,197.5,210,512.5,420.51,
Randi Lee,84+,lifters-view?id=30427,7.,Randi Lee,1986,Mana Barbell,HI,99.06,160,170,-177.5,92.5,97.5,100,170,187.5,202.5,472.5,394.49,
Gwendolyn Brandon,84+,lifters-view?id=26942,9.,Gwendolyn Brandon,1982,Team Rohr,GA,103.50,150,160,-165,97.5,107.5,-112.5,170,182.5,192.5,460,379.36,
LaTavia Bowens,84+,lifters-view?id=6120,10.,LaTavia Bowens,1980,Team Rohr,IL,94.24,160,170,177.5,77.5,85,87.5,165,180,190,455,386.20,
Heather Osswald,84+,lifters-view?id=25204,11.,Heather Osswald,1985,,NY,124.04,167.5,177.5,182.5,85,92.5,97.5,167.5,175,-182.5,455,361.73,
Mary Snedeker,84+,lifters-view?id=25205,13.,Mary Snedeker,1981,,VA,119.14,150,157.5,165,77.5,82.5,85,185,195,-205,445,356.31,
SHANNON MURPHY,84+,lifters-view?id=7057,14.,SHANNON MURPHY,1986,,MN,105.78,150,-157.5,-157.5,100,-105,-105,175,182.5,-185,432.5,354.78,
Kelley Seitz,84+,lifters-view?id=29871,15.,Kelley Seitz,1990,,CA,100.60,145,155,157.5,75,-82.5,82.5,155,167.5,172.5,412.5,342.83,
Carmela Montgomery,84+,lifters-view?id=15308,17.,Carmela Montgomery,1984,Bell Power Systems,TX,95.64,117.5,132.5,-137.5,90,100,-102.5,150,167.5,-175,400,337.76,
Cassie Williams,84+,lifters-view?id=28269,19.,Cassie Williams,1984,Bell Power Systems,FL,108.30,217.5,-225,-225,-105,-105,-105,195,205,-210,0,0.00,
Brianna Morrison,-43,lifters-view?id=13808,1.,Brianna Morrison,2001,,FL,41.56,82.5,87.5,92.5,45,50,-53.5,95,102.5,-107.5,245,357.80,
Machaela Exner,-57,lifters-view?id=26676,1.,Machaela Exner,2001,Necedah Powerlifting,WI,56.10,100,-105,-105,50,52.5,55,-102.5,102.5,105,260,305.50,
Kaylie Ball,-57,lifters-view?id=2185,2.,Kaylie Ball,2001,,AK,55.20,75,80,85,40,45,47.5,85,90,97.5,230,273.70,
Natalie Weckesser,-57,lifters-view?id=33090,3.,Natalie Weckesser,2001,Necedah Powerlifting,WI,54.80,67.5,77.5,80,40,-42.5,-42.5,80,85,90,210,251.31,
Elena Marquez,-63,lifters-view?id=24939,1.,Elena Marquez,2001,Necedah Powerlifting,WI,61.83,105,112.5,115,45,47.5,50,102.5,115,125,290,315.93,
Megan Wesolek,-63,lifters-view?id=25173,2.,Megan Wesolek,2001,,WI,60.37,92.5,97.5,100,45,47.5,-50,87.5,97.5,102.5,250,277.40,
Kendra Trewyn,-63,lifters-view?id=23462,3.,Kendra Trewyn,2001,,WI,59.13,80,85,-90,42.5,45,-47.5,97.5,107.5,-120,237.5,267.81,
Sara Mittman,-63,lifters-view?id=16796,4.,Sara Mittman,2002,,CA,62.90,62.5,67.5,75,35,40,-42.5,-80,80,90,205,220.44,
Brianna Mott,-63,lifters-view?id=23998,5.,Brianna Mott,2001,,FL,60.27,60,62.5,65,-35,35,37.5,72.5,75,80,182.5,202.76,
SARAH HUNT,-84,lifters-view?id=8765,1.,SARAH HUNT,2001,,PA,82.70,110,122.5,-127.5,55,62.5,67.5,122.5,132.5,137.5,327.5,294.36,
Rebekah Boguhn,84+,lifters-view?id=30760,1.,Rebekah Boguhn,2002,,CA,110.27,97.5,105,112.5,65,70,75,125,-127.5,127.5,315,255.97,
BIANCA BOOHER,-43,lifters-view?id=31812,1.,BIANCA BOOHER,2000,Hartman Performance Training,IN,41.33,40,47.5,52.5,25,30,32.5,55,62.5,67.5,152.5,223.46,
Madi Neal,-47,lifters-view?id=31534,1.,Madi Neal,1999,,MS,46.13,55,-75,80,35,42.5,-47.5,72.5,-85,85,207.5,282.82,
Stephanie Lavoy,-52,lifters-view?id=14175,1.,Stephanie Lavoy,1999,Necedah Powerlifting,WI,51.70,97.5,105,107.5,57.5,60,62.5,120,130,-135,300,375.66,
Miranda Chambers,-57,lifters-view?id=5884,1.,Miranda Chambers,2000,,PA,55.38,117.5,122.5,127.5,80,82.5,85,142.5,152.5,157.5,370,439.15,
Katherine McCormick,-57,lifters-view?id=25587,4.,Katherine McCormick,1999,,GA,55.16,70,77.5,82.5,50,-55,-55,125,137.5,-142.5,270,321.46,
Sophia Mittman,-57,lifters-view?id=29217,5.,Sophia Mittman,2000,,CA,55.32,80,85,90,42.5,45,50,100,107.5,112.5,252.5,299.94,
Jennica Baldridge,-63,lifters-view?id=5454,1.,Jennica Baldridge,1998,Hartman Performance Training,IN,61.75,112.5,122.5,130,70,-76,76,142.5,158,166,372,405.67,
Remington Trewyn,-63,lifters-view?id=14073,2.,Remington Trewyn,2000,Necedah Powerlifting,WI,59.68,-92.5,95,100,-57.5,57.5,-60,97.5,107.5,115,272.5,305.06,
Casey Martinez,-63,lifters-view?id=16800,3.,Casey Martinez,2000,,CA,59.82,-87.5,-95,-95,30,32.5,35,92.5,95,100,0,0.00,
Kloie Doublin,-72,lifters-view?id=24777,1.,Kloie Doublin,1999,Hartman Performance Training,IN,68.01,130,137.5,142.5,80,86,90,150,167.5,175.5,408,414.16,
Natalie Richardson,-72,lifters-view?id=16505,2.,Natalie Richardson,1999,,SD,71.35,132.5,137.5,142.5,72.5,77.5,-82.5,152.5,157.5,162.5,382.5,375.62,
Abigail Saunders,-72,lifters-view?id=5918,3.,Abigail Saunders,2000,Necedah Powerlifting,WI,68.64,105,110,112.5,42.5,45,47.5,132.5,137.5,142.5,302.5,305.07,
Lexus Suddieth,-72,lifters-view?id=29188,4.,Lexus Suddieth,1990,,MS,66.95,95,102.5,-110,47.5,52.5,55,117.5,130,-145,287.5,295.15,
Kyra Whitlock,-72,lifters-view?id=29111,5.,Kyra Whitlock,1999,,NC,65.37,80,87.5,90,37.5,40,42.5,85,95,100,232.5,242.89,
Kaylee Therieau,-84,lifters-view?id=32310,1.,Kaylee Therieau,2000,,GA,75.17,112.5,120,-130,50,-52.5,-52.5,112.5,117.5,127.5,297.5,282.42,
Abby Weaver,84+,lifters-view?id=16074,2.,Abby Weaver,2000,,GA,109.79,105,115,122.5,60,67.5,70,125,130,-137.5,322.5,262.32,
Stephanie Rattunde,-47,lifters-view?id=26776,1.,Stephanie Rattunde,1997,Necedah Powerlifting,WI,46.98,82.5,90,-95,67.5,72.5,75,115,120,127.5,292.5,393.50,
Sophia Rizzuto,-52,lifters-view?id=24794,1.,Sophia Rizzuto,1996,,NJ,50.90,100,107.5,-110,52.5,57.5,60,102.5,107.5,112.5,280,354.84,
Vivyen Vu,-52,lifters-view?id=25576,2.,Vivyen Vu,1997,,GA,51.40,110,-120,-120,50,55,-60,115,-120,-120,280,352.18,
Tristyn Hutchins,-57,lifters-view?id=26777,1.,Tristyn Hutchins,1997,Necedah Powerlifting,WI,55.64,-120,120,-125,67.5,72.5,-77.5,-120,127.5,140,332.5,393.21,
Sam Kroll,-57,lifters-view?id=26153,2.,Sam Kroll,1997,,WI,56.66,97.5,102.5,110,70,75,-77.5,125,137.5,-150,322.5,375.97,
Rachel McIntosh,-57,lifters-view?id=16027,3.,Rachel McIntosh,1997,,MI,54.44,92.5,97.5,102.5,47.5,-52.5,-52.5,137.5,142.5,150,300,360.87,
Haleigh Shreffler,-57,lifters-view?id=30266,4.,Haleigh Shreffler,1997,,IL,56.71,95,102.5,-107.5,52.5,-55,-55,115,122.5,-132.5,277.5,323.29,
Megan Haggerty,-57,lifters-view?id=30163,5.,Megan Haggerty,1997,,NY,56.31,82.5,87.5,-92.5,35,40,-42.5,97.5,102.5,107.5,235,275.30,
Taylor Klemmensen,-63,lifters-view?id=2776,2.,Taylor Klemmensen,1997,,WI,60.79,112.5,117.5,122.5,67.5,70,-72.5,147.5,155,160,352.5,389.05,
Mia Cano,-63,lifters-view?id=5456,3.,Mia Cano,1996,Hartman Performance Training,FL,62.59,110,120,125,60,67.5,70,137.5,147.5,-160,342.5,369.66,
Alexandra Pong,-63,lifters-view?id=27954,4.,Alexandra Pong,1996,,PA,62.43,105,110,115,67.5,-70,-70,157.5,-168,-168,340,367.68,
Ariel Crumes,-63,lifters-view?id=29778,5.,Ariel Crumes,1997,,MI,61.82,120,-127.5,-127.5,-57.5,60,-65,142.5,152.5,157.5,337.5,367.71,
Hannah Mathie,-63,lifters-view?id=17250,6.,Hannah Mathie,1996,,MI,60.78,122.5,127.5,-135,60,65,-67.5,127.5,135,142.5,335,369.77,
Madison Hendricks,-63,lifters-view?id=10499,7.,Madison Hendricks,1998,,PA,60.73,102.5,110,-115,45,47.5,-50,140,145,155,312.5,345.16,
Tsukiko Fredette,-63,lifters-view?id=30751,8.,Tsukiko Fredette,1997,,CA,60.67,107.5,-115,-115,42.5,45,47.5,112.5,120,125,280,309.51,
Paige Plant,-63,lifters-view?id=32386,9.,Paige Plant,1998,,CO,61.00,-92.5,95,97.5,47.5,-52.5,-52.5,110,117.5,122.5,267.5,294.44,
Maddy Vaver,-63,lifters-view?id=27814,10.,Maddy Vaver,1997,,CT,62.50,80,82.5,87.5,47.5,52.5,55,95,102.5,107.5,250,270.13,
ELIZABETH EFIRD,-63,lifters-view?id=24154,11.,ELIZABETH EFIRD,1997,,CA,59.45,77.5,82.5,-87.5,50,-55,-55,102.5,107.5,-115,240,269.50,
Lydia Mele,-72,lifters-view?id=2145,1.,Lydia Mele,1998,,GA,71.24,120,130,132.5,72.5,77.5,-80,155,162.5,167.5,377.5,371.08,
Jessica Moore,-72,lifters-view?id=26098,2.,Jessica Moore,1997,,MD,69.27,117.5,125,130,67.5,72.5,-77.5,132.5,142.5,152.5,355,355.75,
Amanda Zielinski,-72,lifters-view?id=2780,3.,Amanda Zielinski,1997,Necedah Powerlifting,WI,69.14,110,117.5,125,67.5,72.5,75,135,140,145,345,346.17,
Jessica Chapman,-72,lifters-view?id=32549,4.,Jessica Chapman,1997,,CA,70.67,122.5,130,137.5,-55,55,60,-132.5,135,142.5,340,336.06,
Allison Haney,-72,lifters-view?id=26825,5.,Allison Haney,1997,,FL,69.39,90,97.5,100,60,-65,65,142.5,155,162.5,327.5,327.79,
Shelby Miles,-84,lifters-view?id=2170,2.,Shelby Miles,1998,Hartman Performance Training,IN,77.51,132.5,140,147.5,90,97.5,100,172.5,182.5,190,437.5,407.66,
Lacey Winters,-84,lifters-view?id=42,3.,Lacey Winters,1997,Necedah Powerlifting,WI,83.12,140,145,150,-75,77.5,-85,157.5,167.5,172.5,400,358.60,
Kristen Harold,84+,lifters-view?id=32064,1.,Kristen Harold,1996,,IA,94.87,137.5,145,150,67.5,72.5,-75,182.5,195,202.5,425,359.89,
Meredith O'Brien,84+,lifters-view?id=26331,2.,Meredith O'Brien,1996,,IL,109.59,120,127.5,-135,50,52.5,57.5,122.5,135,-142.5,320,260.38,
Brittany Hammond,84+,lifters-view?id=2478,3.,Brittany Hammond,1990,,IN,84.45,-132.5,-132.5,-132.5,62.5,65,67.5,102.5,,,0,0.00,
Charlie Yeng,-59,lifters-view?id=31041,1.,Charlie Yeng,1997,Carrizo Springs,TX,56.46,150,162.5,-172.5,90,97.5,102.5,195,205,212.5,477.5,431.23,
Nicholas Sokoya,-93,lifters-view?id=23858,1.,Nicholas Sokoya,1995,,NJ,88.31,225,237.5,-245,170,180,-182.5,262.5,277.5,287.5,705,454.51,
Jaisyn Mike,120+,lifters-view?id=25272,3.,Jaisyn Mike,1977,Goggins Force,TX,137.10,295,317.5,-325,245,255,260,-317.5,317.5,330,907.5,508.74,
Taskin Amin,-59,lifters-view?id=3477,9.,Taskin Amin,1993,,TX,57.53,170,-182.5,-182.5,102.5,-107.5,-107.5,212.5,-227.5,-227.5,485,430.20,
Jeffrey Yang,-59,lifters-view?id=29536,2.,Jeffrey Yang,1995,,GA,58.32,142.5,152.5,157.5,97.5,105,-107.5,190,207.5,-217.5,470,411.53,
Sandro Serrano,-59,lifters-view?id=23302,3.,Sandro Serrano,1993,,IL,58.46,140,150,-157.5,-112.5,112.5,-117.5,-177.5,-177.5,177.5,440,384.38,
David Perez,-59,lifters-view?id=26908,4.,David Perez,1996,,GA,57.39,142.5,152.5,-160,85,90,92.5,170,-180,-180,415,368.94,
Danny Ly,-59,lifters-view?id=31759,5.,Danny Ly,1993,,VA,53.35,112.5,117.5,122.5,65,72.5,-75,132.5,147.5,155,350,334.46,
George Peng,-59,lifters-view?id=29949,6.,George Peng,1996,,TX,58.40,92.5,100,107.5,57.5,62.5,65,162.5,167.5,172.5,345,301.70,
Sawyer Yandell,-66,lifters-view?id=667,2.,Sawyer Yandell,1994,Goggins Force,TX,65.72,220,232.5,240,112.5,120,125,235,-250,263,628,494.86,
Lenard Jones,-66,lifters-view?id=30561,3.,Lenard Jones,1995,,NC,64.44,197.5,212.5,-220,142.5,147.5,-155,242.5,257.5,262.5,622.5,498.62,
Willie Lim,-66,lifters-view?id=6707,6.,Willie Lim,1994,,TX,65.72,207.5,220,-232.5,127.5,137.5,145,212.5,227.5,-237.5,592.5,466.89,
Chase Pernell,-66,lifters-view?id=1834,4.,Chase Pernell,1994,,NC,64.60,190,197.5,-202.5,122.5,-127.5,,237.5,245,,565,451.60,
Angel Rodriguez,-66,lifters-view?id=26719,9.,Angel Rodriguez,1993,,FL,65.89,207.5,-220,220,117.5,120,-122.5,-215,215,-217.5,555,436.40,
Shawn Ziegler,-66,lifters-view?id=31761,6.,Shawn Ziegler,1995,,VA,62.05,165,175,-180,95,100,107.5,215,230,237.5,520,430.35,
Michael Wampler,-66,lifters-view?id=31058,7.,Michael Wampler,1996,,OH,64.40,160,177.5,190,122.5,127.5,130,187.5,200,-215,520,416.73,
Joshua Fernandez-Rubio,-66,lifters-view?id=26713,8.,Joshua Fernandez-Rubio,1996,,FL,65.15,167.5,177.5,182.5,112.5,-117.5,117.5,205,217.5,-225,517.5,410.74,
Joshua Singh,-66,lifters-view?id=23712,19.,Joshua Singh,1993,,NY,65.50,170,180,-182.5,-117.5,117.5,-122.5,202.5,217.5,-222.5,515,406.90,
Jacob Keesee,-66,lifters-view?id=4668,23.,Jacob Keesee,1995,,GA,64.85,162.5,175,182.5,97.5,102.5,115,175,190,197.5,495,394.37,
Kevin Lam,-66,lifters-view?id=23150,11.,Kevin Lam,1994,,OH,64.90,155,162.5,-167.5,122.5,127.5,-130,182.5,200,-212.5,490,390.14,
Ben Wagoner,-66,lifters-view?id=29537,12.,Ben Wagoner,1993,,GA,64.65,150,155,-165,110,115,-117.5,205,217.5,-230,487.5,389.42,
Joseph Criscio,-66,lifters-view?id=33781,13.,Joseph Criscio,1993,,NJ,64.70,160,170,-177.5,107.5,115,117.5,182.5,190,-192.5,477.5,381.19,
Promepetch Suwanchote,-66,lifters-view?id=29742,26.,Promepetch Suwanchote,1994,,WA,65.20,140,145,-155,100,105,-115,190,210,-227.5,460,364.87,
Joseph Yorio,-66,lifters-view?id=31482,15.,Joseph Yorio,1994,,NY,64.80,137.5,147.5,152.5,85,90,-95,180,192.5,195,437.5,348.82,
Timothy Weng,-66,lifters-view?id=26571,16.,Timothy Weng,1992,,CA,64.15,132.5,142.5,150,75,87.5,-92.5,175,185,-190,422.5,339.73,
Lane Emert,-66,lifters-view?id=30105,17.,Lane Emert,1995,,GA,64.60,147.5,162.5,-175,105,117.5,-125,-207.5,-227.5,-227.5,0,0.00,
TIMOTHY KIM,-66,lifters-view?id=31832,18.,TIMOTHY KIM,1993,,CA,65.35,142.5,157.5,-162.5,120,-125,-125,-177.5,-177.5,-177.5,0,0.00,
Cage Antle,-66,lifters-view?id=14627,19.,Cage Antle,1995,,NC,65.35,-192.5,-192.5,-192.5,130,-137.5,-137.5,240,255,265,0,0.00,
Christian Thai,-66,lifters-view?id=25590,20.,Christian Thai,1995,,GA,65.65,-180,-180,-180,100,107.5,-115,-230,-230,-230,0,0.00,
Peen Coles,-72,lifters-view?id=27198,13.,Peen Coles,1961,Raise the Bar,WI,70.59,112.5,120,127.5,55,60,65,140,147.5,155,347.5,343.71,
Stephen Lehew,-74,lifters-view?id=17620,2.,Stephen Lehew,1995,,TX,73.88,235,245,-250,-165,165,172.5,277.5,-290,-308,695,500.47,
Peter Hoang,-74,lifters-view?id=6715,5.,Peter Hoang,1993,,NJ,73.68,202.5,220,-225,165,175,-180,262.5,280,-285,675,487.01,
Eric LaPointe,-74,lifters-view?id=23524,6.,Eric LaPointe,1992,,NH,73.10,207.5,217.5,-227.5,130,137.5,147.5,257.5,275,285.5,650.5,472.00,
Kevin Nguyen,-74,lifters-view?id=27126,4.,Kevin Nguyen,1995,,VA,73.10,220,232.5,240,117.5,127.5,-132.5,257.5,272.5,-286,640,464.38,
RJ Hizon,-74,lifters-view?id=26497,5.,RJ Hizon,1994,,WA,73.00,227.5,-240,-240,137.5,-142.5,-142.5,260,272.5,-282.5,637.5,463.08,
Josiah Vivero,-74,lifters-view?id=30331,7.,Josiah Vivero,1995,,VA,73.22,225,237.5,-242.5,142.5,-147.5,-147.5,240,255,-270,635,460.25,
David Shelton,-74,lifters-view?id=27448,8.,David Shelton,1993,,TX,74.00,-212.5,212.5,220,150,160,165,235,242.5,-250,627.5,451.36,
TraShon Hightower,-74,lifters-view?id=29538,8.,TraShon Hightower,1996,,GA,73.30,232.5,247.5,-252.5,140,142.5,-147.5,220,227.5,232.5,622.5,450.81,
Kevin Jenkins,-74,lifters-view?id=33075,9.,Kevin Jenkins,1993,,MN,73.30,202.5,-220,-220,135,142.5,-150,272.5,-282.5,-282.5,617.5,447.19,
David McDonald,-74,lifters-view?id=27397,10.,David McDonald,1993,,PA,72.30,210,-222.5,-222.5,145,150,152.5,252.5,-260,-260,615,449.87,
Kyle Coogan,-74,lifters-view?id=4426,11.,Kyle Coogan,1994,,MA,71.30,185,-200,202.5,117.5,127.5,-137.5,250,267.5,282.5,612.5,452.64,
James Miller,-74,lifters-view?id=14588,13.,James Miller,1995,,GA,72.60,200,-207.5,-207.5,140,147.5,-150,245,265,-275,612.5,446.70,
Lee Maccarone,-74,lifters-view?id=24540,13.,Lee Maccarone,1994,,NY,73.70,210,220,-225,142.5,-147.5,147.5,230,242.5,-252.5,610,440.05,
Lawrence Abner,-74,lifters-view?id=23879,14.,Lawrence Abner,1994,,NJ,73.00,205,220,227.5,120,-127.5,127.5,235,247.5,-252.5,602.5,437.66,
Aaron Stroud,-74,lifters-view?id=4175,16.,Aaron Stroud,1994,Team Carolina,NC,72.60,200,217.5,-227.5,130,137.5,147.5,215,227.5,235,600,437.58,
Jonah Howell,-74,lifters-view?id=14630,17.,Jonah Howell,1996,,LA,73.96,217.5,230,-235,115,-125,-125,-247.5,247.5,255,600,431.76,
Nicholas Vinciguerra,-74,lifters-view?id=3185,18.,Nicholas Vinciguerra,1996,,PA,73.20,187.5,202.5,215,145,152.5,-160,-217.5,217.5,230,597.5,433.13,
Daniel O'Hara,-74,lifters-view?id=23270,19.,Daniel O'Hara,1994,,OH,73.22,200,-207.5,,140,142.5,150,55,227.5,245,595,431.26,
Ronald Boyett,-74,lifters-view?id=29539,21.,Ronald Boyett,1993,,FL,72.60,225,-237.5,-237.5,112.5,120,-122.5,242.5,-260,-260,587.5,428.46,
Jacob Halpern,-74,lifters-view?id=15543,20.,Jacob Halpern,1994,Flexx Training Systems,MA,73.90,192.5,202.5,210,135,142.5,-147.5,232.5,-247.5,-247.5,585,421.20,
Ryan Sanchez,-74,lifters-view?id=16175,21.,Ryan Sanchez,1996,,TX,73.90,192.5,210,-220,115,-122.5,122.5,227.5,245,-255,577.5,415.80,
Kyle Thebado,-74,lifters-view?id=16607,24.,Kyle Thebado,1993,,MA,73.76,195,205,217.5,125,135,140,207.5,215,-227.5,572.5,412.77,
Gray Chastine,-74,lifters-view?id=16084,32.,Gray Chastine,1993,,GA,73.00,180,192.5,197.5,100,107.5,-115,235,-250,-250,540,392.26,
Kevin Kim,-74,lifters-view?id=29883,24.,Kevin Kim,1993,,CA,73.40,170,185,195,110,120,130,185,197.5,-212.5,522.5,378.03,
