Name,Weightclass,Link,Placing,Name,YOB,Team,State,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points,Drug tested
Kim Creighton,-57,lifters-view?id=18316,4.,Kim Creighton,1964,,FL,55.50,82.5,87.5,-90,50,52.5,-55,107.5,-112.5,-112.5,247.5,293.26,
Rhonda Jones,-57,lifters-view?id=6241,5.,Rhonda Jones,1964,,NM,55.90,75,80,-85,40,42.5,-45,117.5,125,-130,247.5,291.63,
Therese Roth,-57,lifters-view?id=16029,6.,Therese Roth,1959,,MI,55.16,-67.5,67.5,-75,45,-50,-50,80,-87.5,-87.5,192.5,229.19,
Cathy Mele,-63,lifters-view?id=2075,1.,Cathy Mele,1966,,GA,61.64,97.5,-102.5,-102.5,57.5,62.5,-67.5,155,162.5,175,335,365.82,
Joanne Craig,-63,lifters-view?id=591,2.,Joanne Craig,1961,,PA,62.48,115,125,-131,55,57.5,-60,115,122.5,-127.5,305,329.61,
Nandi Xie,-63,lifters-view?id=15078,3.,Nandi Xie,1963,,CO,62.58,95,102.5,-107.5,70,72.5,-75,112.5,120,125,300,323.82,
Penny Hadgeoff,-63,lifters-view?id=29566,4.,Penny Hadgeoff,1962,,SC,61.61,70,-80,82.5,-47.5,47.5,-55,90,100,107.5,237.5,259.45,
Suzanne LaForge,-72,lifters-view?id=14283,15.,Suzanne LaForge,1959,,FL,69.20,130,140,-147.5,70,75,-80.5,172.5,185,,400,401.12,
Lee Lipsitz,-72,lifters-view?id=4346,2.,Lee Lipsitz,1964,,CT,71.38,122.5,130,137.5,72.5,-75,-75,145,155,-157.5,365,358.32,
Becky Mauney,-72,lifters-view?id=16112,3.,Becky Mauney,1966,Seattle Strength and Power,OR,71.82,102.5,-107.5,-110,42.5,47.5,52.5,110,117.5,120,275,268.87,
Natasha Atkinson,-72,lifters-view?id=15339,4.,Natasha Atkinson,1964,,MD,66.19,75,85,-95,55,60,-62.5,115,122.5,127.5,272.5,282.09,
Marjorie Staller,-72,lifters-view?id=33798,5.,Marjorie Staller,1961,,WI,71.12,75,87.5,90,37.5,40,42.5,97.5,102.5,107.5,240,236.18,
Selena Hesse,-72,lifters-view?id=25573,6.,Selena Hesse,1959,,GA,68.18,70,-75,77.5,50,55,-60,82.5,92.5,97.5,230,233.06,
Valarie Akerson,-72,lifters-view?id=29527,7.,Valarie Akerson,1959,Hoosier Peaches,IN,68.39,52.5,-60,60,40,45,-47.5,100,107.5,-115,212.5,214.86,
Laurie MacDonald,-84,lifters-view?id=577,1.,Laurie MacDonald,1962,,WY,79.06,125,137.5,140,72.5,77.5,-80,140,152.5,-157.5,370,340.81,
Laura Reagle,-84,lifters-view?id=13801,2.,Laura Reagle,1964,,AZ,81.51,130,-140,140,62.5,65,70,137.5,150,160,370,335.11,
Cindy Amatuzzo,-84,lifters-view?id=16454,3.,Cindy Amatuzzo,1965,,NC,80.64,90,97.5,105,60,65,67.5,110,117.5,125,297.5,271.02,
Jeannine Cascadden,-84,lifters-view?id=3326,4.,Jeannine Cascadden,1963,,CA,81.81,92.5,102.5,-107.5,60,-65,-65,110,117.5,122.5,285,257.64,
Kim Moser,-84,lifters-view?id=15245,5.,Kim Moser,1961,,NM,80.10,65,70,75,42.5,45,-50,92.5,97.5,-105,217.5,198.88,
Michelle Fayant,84+,lifters-view?id=2086,1.,Michelle Fayant,1964,Bell Power Systems,ID,102.63,140,155,-162.5,105,110,-117.5,165,180,-182.5,445,367.84,
Deanna Reilly,84+,lifters-view?id=25350,2.,Deanna Reilly,1964,,WI,98.79,-95,95,110,60,65,67.5,135,150,-155,327.5,273.66,
Susan Wilson,84+,lifters-view?id=15871,3.,Susan Wilson,1966,,CT,95.53,102.5,110,115,67.5,70,-72.5,125,135,140,325,274.56,
Sue Elwyn,-47,lifters-view?id=9900,1.,Sue Elwyn,1947,Seattle Strength and Power,FL,45.73,25,70,75,30,35,-37.5,95,110,,220,301.71,
Marlene Perez,-52,lifters-view?id=25570,1.,Marlene Perez,1954,,GA,50.90,87.5,-92.5,97.5,60,65,-66,110,125,132.5,295,373.85,
Ann Whitmarsh,-57,lifters-view?id=6796,1.,Ann Whitmarsh,1953,,FL,56.81,65,72.5,77.5,32.5,35,-37.5,92.5,100,-105,212.5,247.22,
Denise Johnson,-57,lifters-view?id=13699,2.,Denise Johnson,1947,Seattle Strength and Power,WA,52.58,50,-55,-57.5,35,37.5,-40,80,87.5,-92.5,175,216.30,
Denise Thomas,-63,lifters-view?id=6874,1.,Denise Thomas,1950,,NH,62.20,77.5,82.5,-85,40,42.5,45,107.5,112.5,115,242.5,262.97,
Sandy Simmons,-63,lifters-view?id=29293,2.,Sandy Simmons,1948,,FL,62.99,-62.5,62.5,82.5,37.5,42.5,-45,82.5,97.5,102.5,227.5,244.36,
Susan Walter,-63,lifters-view?id=26301,3.,Susan Walter,1948,,MA,61.45,-55,-55,62.5,37.5,40,-42.5,92.5,97.5,100,202.5,221.64,
Leslie Macko,-63,lifters-view?id=6260,4.,Leslie Macko,1949,,WA,61.48,57.5,60,62.5,35,37.5,-40,82.5,87.5,90,190,207.88,
Bonnie Boettcher,-63,lifters-view?id=29575,5.,Bonnie Boettcher,1950,,GA,62.17,-27.5,27.5,-30,27.5,30,-32.5,67.5,75,80,137.5,149.16,
Alma Kimura,-72,lifters-view?id=426,1.,Alma Kimura,1954,Seattle Strength and Power,WA,69.66,107.5,110,-116,47.5,52.5,-55,135,142.5,147.5,310,309.44,
Gail Moore,-72,lifters-view?id=9281,2.,Gail Moore,1947,,PA,69.92,92.5,105,-110,65,70,-72.5,120,130,-135,305,303.66,
Jane Freeman,-72,lifters-view?id=5461,3.,Jane Freeman,1954,Hoosier Peaches,IN,69.52,-82.5,82.5,87.5,37.5,40,42.5,92.5,97.5,102.5,232.5,232.41,
Pamela Walters,-72,lifters-view?id=9428,4.,Pamela Walters,1952,Hoosier Peaches,IN,68.16,55,62.5,67.5,45,47.5,-50,100,110,-117.5,225,228.06,
Sandra Kasabuske,-72,lifters-view?id=23501,5.,Sandra Kasabuske,1948,,WI,64.25,62.5,70,75,30,35,40,90,95,102.5,217.5,230.16,
Mary Lou Hill,-72,lifters-view?id=32283,6.,Mary Lou Hill,1948,,SC,70.69,-35,-35,37.5,40,-45,-45,60,67.5,72.5,150,148.23,
Janice Francis,-84,lifters-view?id=17525,1.,Janice Francis,1955,,NY,83.90,-105,105,-112.5,55,57.5,-65,125,132.5,140,302.5,269.92,
Pat Kroken,-84,lifters-view?id=2112,2.,Pat Kroken,1947,,NM,83.40,-77.5,-77.5,77.5,30,32.5,-35,97.5,102.5,105,215,192.43,
Barbara Parsons,-84,lifters-view?id=25575,3.,Barbara Parsons,1953,,GA,80.68,-65,65,-75,45,-47.5,-47.5,85,-95,-95,195,177.59,
Marsha Morrison,84+,lifters-view?id=29535,1.,Marsha Morrison,1955,Hoosier Peaches,IN,92.32,77.5,87.5,95,55,60,-65.5,117.5,-122.5,-122.5,272.5,233.07,
Sonya Stevenson,84+,lifters-view?id=25463,2.,Sonya Stevenson,1951,,MO,89.08,90,-92.5,92.5,55,60,-62.5,100,108,112.5,265,229.97,
Joyce Aiazzi,-52,lifters-view?id=26160,1.,Joyce Aiazzi,1946,,NV,47.80,52.5,57.5,62.5,-47.5,-47.5,47.5,87.5,90,97.5,207.5,275.66,
Bebe Burns,-57,lifters-view?id=4868,1.,Bebe Burns,1942,Seattle Strength and Power,WA,52.02,47.5,58,60,32.5,37.5,-40,65,72.5,80,177.5,221.22,
Helen White,-63,lifters-view?id=25179,1.,Helen White,1945,,NJ,61.07,75,77.5,80,57.5,60,62.5,112.5,120,125,267.5,294.20,
Shirley Cunningham,-63,lifters-view?id=28125,2.,Shirley Cunningham,1944,,AL,60.16,42.5,47.5,50,30,35,-37.5,80,90,95,180,200.27,
Shirley Webb,84+,lifters-view?id=24554,1.,Shirley Webb,1937,,IL,98.54,-52.5,-52.5,52.5,35,-40,-40,-105,105,-110,192.5,160.99,
Sue Albert,84+,lifters-view?id=10312,2.,Sue Albert,1946,,CA,103.08,-42.5,42.5,52.5,35,40,-42.5,87.5,95,97.5,190,156.86,
Heather Connor,-47,lifters-view?id=14610,1.,Heather Connor,1991,Squats & Science,NC,46.36,120,125.5,130.5,62.5,65,70.5,157.5,167.5,168.5,369.5,501.85,
Payal Ghosh,-47,lifters-view?id=24008,3.,Payal Ghosh,1984,,FL,46.13,100,105,-110,50,52.5,-55,160,165,-168,322.5,439.57,
Emma Ife,-47,lifters-view?id=23802,4.,Emma Ife,1989,,NY,46.63,-110,115,120,60,65,70,117.5,125,-132.5,315,426.07,
Tiffany Leung,-47,lifters-view?id=8071,5.,Tiffany Leung,1991,,CA,45.43,117.5,-122.5,-122.5,-57.5,57.5,-60,137.5,-147.5,-147.5,312.5,430.53,
Laura Nguyen,-47,lifters-view?id=30169,8.,Laura Nguyen,1987,,NY,45.70,92.5,97.5,-100,47.5,52.5,-55,117.5,127.5,130,280,384.16,
Kelli Ennis,-47,lifters-view?id=30258,9.,Kelli Ennis,1990,,OH,46.46,97.5,102.5,-107.5,-52.5,52.5,-57.5,122.5,-130,-130,277.5,376.32,
Marisa Inda,-52,lifters-view?id=2127,1.,Marisa Inda,1976,,CA,50.87,127.5,137.5,145,82.5,-87.5,-87.5,162.5,175.5,182.5,410,519.84,
Tina Daneshmand,-52,lifters-view?id=16801,3.,Tina Daneshmand,1986,,CA,51.58,120,125,-127.5,77.5,82.5,85,160,170,175,385,482.98,
Brianna Lanoye,-52,lifters-view?id=29193,4.,Brianna Lanoye,1991,,NY,51.75,-125,125,132.5,60,65,70,135,147.5,-162.5,350,437.96,
Jennifer Kim,-52,lifters-view?id=17515,6.,Jennifer Kim,1987,,NJ,51.50,115,122.5,-127.5,60,65,-67.5,140,147.5,157.5,345,433.32,
Shelly Grossberg,-52,lifters-view?id=14277,7.,Shelly Grossberg,1986,,FL,50.70,-107.5,107.5,115,-62.5,65,-67.5,137.5,147.5,162.5,342.5,435.35,
Heather Faas,-52,lifters-view?id=5071,9.,Heather Faas,1983,Squats & Science,SC,50.97,110,115,120,60,-65,-65,140,150,-157.5,330,417.78,
Ling Phan,-52,lifters-view?id=30793,10.,Ling Phan,1989,,PA,51.04,130,-135,-135,-60,60,62.5,122.5,130,135,327.5,414.16,
Caycee Bregel,-52,lifters-view?id=29009,11.,Caycee Bregel,1992,Squats & Science,MN,49.70,102.5,110,-115,65,67.5,-70,130,140,145,322.5,416.19,
Gabriella Coronell,-52,lifters-view?id=24010,14.,Gabriella Coronell,1991,,FL,51.80,107.5,115,-120,77.5,-82.5,-82.5,122.5,130,-135,322.5,403.25,
Jennifer Avarell,-52,lifters-view?id=24790,15.,Jennifer Avarell,1984,,UT,50.10,112.5,115,-117.5,62.5,65,67.5,130,132.5,137.5,320,410.46,
Heather Hoff,-52,lifters-view?id=4167,16.,Heather Hoff,1989,,MD,51.40,90,97.5,102.5,47.5,50,52.5,125,132.5,140,295,371.05,
Shayna Bennett,-52,lifters-view?id=18048,17.,Shayna Bennett,1986,,MA,51.10,87.5,-95,-95,52.5,55,-57.5,132.5,142.5,-145,285,360.10,
Erika Bodden,-52,lifters-view?id=25577,18.,Erika Bodden,1980,,FL,51.10,-95,-107.5,-107.5,50,-57.5,-57.5,120,-130,-130,0,0.00,
Jennifer Millican,-57,lifters-view?id=26931,1.,Jennifer Millican,1983,,TN,55.69,157.5,165,167.5,-87.5,90,95,162.5,172.5,182.5,445,525.86,
Kelly Lin,-57,lifters-view?id=8074,2.,Kelly Lin,1992,,CA,55.49,152.5,157.5,-160,95,100,-105.5,142.5,155,160,417.5,494.78,
Melissa Barber,-57,lifters-view?id=23811,3.,Melissa Barber,1985,,MD,56.17,-132.5,132.5,-140,70,75,-77.5,182.5,190,-195,397.5,466.59,
Jessica Edwards,-57,lifters-view?id=33789,4.,Jessica Edwards,1978,,VA,55.82,127.5,135,-142.5,85,90,-92.5,155,165,170,395,465.94,
Ashley Svendbye,-57,lifters-view?id=18051,5.,Ashley Svendbye,1990,,MA,56.27,125,130,135,80,85,87.5,-170,-170,170,392.5,460.09,
Lauren Rutan,-57,lifters-view?id=25477,6.,Lauren Rutan,1984,Team Carolina,SC,56.93,-145,-150,150,82.5,-87.5,-87.5,147.5,155,-157.5,387.5,450.08,
Melissa Erwin,-57,lifters-view?id=8435,8.,Melissa Erwin,1981,,NJ,56.28,122.5,130,135,70,75,77.5,152.5,162.5,165,377.5,442.43,
Dicy Ann Saylor,-57,lifters-view?id=38083,9.,Dicy Ann Saylor,1988,,GA,56.34,125,132.5,140,65,67.5,70,142.5,152.5,-160,362.5,424.49,
Elizabeth Picardi,-57,lifters-view?id=14762,10.,Elizabeth Picardi,1990,,CA,55.87,115,-125,125,70,-75,75,145,152.5,160,360,424.37,
Emily Gardner,-57,lifters-view?id=2143,2.,Emily Gardner,2000,,TX,55.64,127.5,-135,137.5,75,80,-82.5,127.5,135,-137.5,352.5,416.87,
Megan John,-57,lifters-view?id=32384,13.,Megan John,1979,,CO,55.42,125,130,132.5,-65,65,70,135,-147.5,147.5,350,415.17,
Mildred Hernandez,-57,lifters-view?id=29847,14.,Mildred Hernandez,1989,,CA,54.44,125,130,132.5,57.5,62.5,65,137.5,142.5,147.5,345,415.00,
Lauren Quinones,-57,lifters-view?id=28126,15.,Lauren Quinones,1991,,FL,55.84,110,120,125,60,65,-67.5,142.5,147.5,152.5,342.5,403.88,
Jennifer Varano,-57,lifters-view?id=13931,16.,Jennifer Varano,1981,,PA,55.42,110,117.5,120,75,80,-82.5,122.5,132.5,140,340,403.31,
Helena Wu,-57,lifters-view?id=31140,3.,Helena Wu,1998,,NJ,52.74,95,102.5,107.5,57.5,60,-62.5,157.5,167.5,-172.5,335,413.09,
Vanessa Shannon,-57,lifters-view?id=5157,18.,Vanessa Shannon,1984,,AK,56.14,92.5,97.5,102.5,60,67.5,70,142.5,152.5,162.5,335,393.39,
Donna Marie Bareng,-57,lifters-view?id=33790,19.,Donna Marie Bareng,1981,Mana Barbell,HI,54.72,110,117.5,122.5,67.5,72.5,-77.5,132.5,137.5,-142.5,332.5,398.37,
Nicole Wright,-57,lifters-view?id=13932,20.,Nicole Wright,1987,,MA,56.80,107.5,-117.5,117.5,-65,65,70,125,137.5,145,332.5,386.90,
Lacey Massari,-57,lifters-view?id=30260,22.,Lacey Massari,1983,,OH,55.38,-117.5,117.5,-120,57.5,62.5,-67.5,132.5,142.5,150,330,391.68,
Melinda Spencer,-57,lifters-view?id=28184,23.,Melinda Spencer,1987,,NH,54.80,107.5,112.5,115,60,65,-67.5,137.5,142.5,147.5,327.5,391.92,
Kimberly Muniz,-57,lifters-view?id=11196,24.,Kimberly Muniz,1979,,MD,56.50,-115,115,-120,75,77.5,-80,117.5,127.5,135,327.5,382.65,
Stephanie Gavilanez,-57,lifters-view?id=15560,25.,Stephanie Gavilanez,1991,,CT,53.50,110,120,125,60,65,-67.5,120,130,132.5,322.5,393.26,
Rose Newport,-57,lifters-view?id=33153,26.,Rose Newport,1983,,MO,53.64,130,135,-140,60,-65,-65,120,127.5,-140,322.5,392.45,
Annie Fry,-57,lifters-view?id=32015,27.,Annie Fry,1979,,TN,54.86,97.5,102.5,107.5,62.5,67.5,-70,130,140,147.5,322.5,385.61,
Bridgette Raba,-57,lifters-view?id=31740,28.,Bridgette Raba,1989,,VA,55.48,120,125,127.5,57.5,60,62.5,122.5,130,-132.5,320,379.26,
Katherine Snethen,-57,lifters-view?id=24556,29.,Katherine Snethen,1991,,IN,56.46,115,122.5,127.5,52.5,-57.5,-57.5,130,140,-147.5,320,374.11,
Sarah Trainor,-57,lifters-view?id=29987,30.,Sarah Trainor,1985,,MD,56.30,97.5,102.5,107.5,55,-60,-60,142.5,152.5,-160,315,369.09,
Aimee Lapitan,-57,lifters-view?id=31741,31.,Aimee Lapitan,1981,,VA,55.92,87.5,95,-100,62.5,65,67.5,130,142.5,-145,305,359.26,
Danielle Kretzer,-57,lifters-view?id=33154,32.,Danielle Kretzer,1990,,MO,55.96,100,105,-107.5,65,-70,-70,127.5,135,-142.5,305,359.08,
Bonnie Schroeder,-57,lifters-view?id=33082,36.,Bonnie Schroeder,1987,,IA,54.70,-120,-122.5,-122.5,75,77.5,-80,150,157.5,,0,0.00,
Natalie Terrana,-63,lifters-view?id=23132,2.,Natalie Terrana,1987,Squats & Science,FL,62.85,150,158,163,77.5,80,82.5,180,190,195,440.5,473.93,
Samantha Calhoun,-63,lifters-view?id=31749,3.,Samantha Calhoun,1990,,VA,59.75,135,137.5,-147.5,87.5,-92.5,-92.5,185,192.5,202.5,427.5,478.16,
Ewa Januszkiewicz,-63,lifters-view?id=4748,4.,Ewa Januszkiewicz,1991,,CT,61.35,135,145,150,70,75,77.5,177.5,190,-200,417.5,457.54,
Alice Zheng,-63,lifters-view?id=2051,5.,Alice Zheng,1992,,NJ,62.10,140,147.5,152.5,72.5,77.5,80,160,172.5,185,417.5,453.32,
Claudia Chaloner,-63,lifters-view?id=32547,6.,Claudia Chaloner,1986,,CA,60.45,145,-152.5,152.5,70,75,77.5,162.5,172.5,-182.5,402.5,446.17,
Kait Mendall,-63,lifters-view?id=30941,7.,Kait Mendall,1988,,MA,61.80,127.5,130,137.5,82.5,90,-92.5,157.5,162.5,-165,390,425.02,
Brigette Zacharczenko,-63,lifters-view?id=30443,9.,Brigette Zacharczenko,1988,,CT,62.02,117.5,127.5,132.5,65,70,-72.5,157.5,172.5,182.5,385,418.42,
Arthi Nithi,-63,lifters-view?id=30584,1.,Arthi Nithi,1996,Team Rohr,GA,62.26,135,145,-155,70,75,77.5,145,155,162.5,385,417.19,
Sarah Bodary,-63,lifters-view?id=29790,11.,Sarah Bodary,1989,,MI,61.38,120,127.5,132.5,90,95,-100,147.5,155,-162.5,382.5,419.03,
Megan Gallagher,-63,lifters-view?id=15344,12.,Megan Gallagher,1988,,NY,62.96,127.5,132.5,-135,70,72.5,75,160,170,175,382.5,411.00,
Jennylyn Carrasco,-63,lifters-view?id=16438,13.,Jennylyn Carrasco,1991,,TX,61.70,130,137.5,-142.5,82.5,-87.5,-87.5,160,-172.5,-172.5,380,414.62,
Mags Wilbur,-63,lifters-view?id=24332,14.,Mags Wilbur,1986,,CT,61.36,107.5,115,-120,72.5,75,-77.5,157.5,175,187.5,377.5,413.66,
Sonya McMillan,-63,lifters-view?id=14544,15.,Sonya McMillan,1979,Team Rohr,GA,61.56,125,135,147.5,67.5,75,-82.5,140,147.5,155,377.5,412.61,
Ashliegh Knox,-63,lifters-view?id=29985,16.,Ashliegh Knox,1984,,MD,61.76,130,-140,140,75,77.5,-82.5,155,160,-170,377.5,411.59,
Laura Vineyard,-63,lifters-view?id=24548,17.,Laura Vineyard,1987,,MO,62.40,125,135,140,62.5,67.5,70,160,167.5,-175,377.5,408.38,
Jenn Yates,-63,lifters-view?id=31932,18.,Jenn Yates,1982,Team Rohr,GA,62.58,122.5,132.5,142.5,72.5,77.5,-82.5,125,140,157.5,377.5,407.47,
Reyna Rochin,-63,lifters-view?id=30643,19.,Reyna Rochin,1990,,GA,61.74,127.5,135,140,72.5,80,82.5,-152.5,152.5,-165,375,408.98,
Jade Coleman,-63,lifters-view?id=17568,20.,Jade Coleman,1981,,TX,60.62,125,132.5,-137.5,75,80,85,145,155,-167.5,372.5,412.02,
ALLIE FERAS,-63,lifters-view?id=8784,21.,ALLIE FERAS,1988,,DC,61.68,125,132.5,135,-70,70,75,147.5,155,162.5,372.5,406.55,
Jenny Tu,-63,lifters-view?id=25544,22.,Jenny Tu,1991,,CA,61.95,147.5,-157.5,-157.5,75,77.5,-82.5,130,137.5,147.5,372.5,405.21,
Sarah Skinner,-63,lifters-view?id=32072,23.,Sarah Skinner,1992,,NY,60.48,115,122.5,-127.5,90,-92.5,-92.5,152.5,157.5,-165,370,409.96,
Kristin Pope,-63,lifters-view?id=33184,24.,Kristin Pope,1989,,GA,62.96,135,-142.5,142.5,72.5,77.5,-80,140,150,-160,370,397.57,
Alessandra Daniele,-63,lifters-view?id=25403,25.,Alessandra Daniele,1991,,CT,59.34,120,130,-137.5,65,-67.5,67.5,150,162.5,170,367.5,413.25,
Lauren Ciurzynski,-63,lifters-view?id=32786,26.,Lauren Ciurzynski,1992,,NY,62.76,110,122.5,-125,60,65,,160,170,177.5,365,393.14,
Zoe Ubaldo,-63,lifters-view?id=6268,27.,Zoe Ubaldo,1988,,MD,61.30,132.5,-140,140,67.5,70,-75,140,152.5,-160,362.5,397.52,
Samantha LaCoe,-63,lifters-view?id=6957,28.,Samantha LaCoe,1991,,PA,61.64,117.5,122.5,127.5,67.5,75,-80,145,160,-162.5,362.5,395.85,
April Kretschmar,-63,lifters-view?id=25975,29.,April Kretschmar,1988,,MN,62.44,120,125,132.5,60,65,67.5,147.5,155,160,360,389.27,
Dena Gold,-63,lifters-view?id=24798,30.,Dena Gold,1988,,NY,61.76,115,-117.5,-117.5,-70,70,75,162.5,167.5,-175,357.5,389.78,
Courtney Tedesco,-63,lifters-view?id=29195,31.,Courtney Tedesco,1991,,NY,61.85,-127.5,130,-132.5,77.5,82.5,-85,132.5,145,-160,357.5,389.35,
Tiffany Do,-63,lifters-view?id=23813,32.,Tiffany Do,1990,,NY,62.20,137.5,145,-150,67.5,72.5,-75,125,132.5,140,357.5,387.67,
Lori Sharon,-63,lifters-view?id=6919,33.,Lori Sharon,1983,,WA,62.84,117.5,122.5,-127.5,70,-75,-75,155,165,-172.5,357.5,384.67,
Julianne Hall,-63,lifters-view?id=27611,34.,Julianne Hall,1987,,IL,59.68,117.5,125,130,67.5,-72.5,72.5,137.5,150,-160,352.5,394.62,
Marlene Pizarro,-63,lifters-view?id=27612,35.,Marlene Pizarro,1991,,IL,59.74,127.5,132.5,-142.5,60,65,-70,150,155,-160,352.5,394.31,
Brianna Otto,-63,lifters-view?id=32164,36.,Brianna Otto,1992,,FL,62.00,107.5,-112.5,112.5,65,70,75,145,155,165,352.5,383.20,
Billie Bell,-63,lifters-view?id=32383,37.,Billie Bell,1982,,CO,61.44,120,-130,130,67.5,72.5,-77.5,130,137.5,147.5,350,383.15,
Sarah Cupp,-63,lifters-view?id=28483,38.,Sarah Cupp,1982,,IL,61.62,137.5,-142.5,-142.5,72.5,-75,-75,135,137.5,140,350,382.27,
Cassi Niemann,-63,lifters-view?id=4695,39.,Cassi Niemann,1979,,GA,61.86,115,120,125,65,-70,70,140,147.5,155,350,381.15,
Alexis Kajencki,-63,lifters-view?id=4907,40.,Alexis Kajencki,1983,,MD,62.70,110,-117.5,-120,80,85,-87.5,155,-162.5,-162.5,350,377.27,
MEGAN BAKER,-63,lifters-view?id=18114,41.,MEGAN BAKER,1989,,MI,62.12,130,-137.5,137.5,-80,-80,80,130,-137.5,-137.5,347.5,377.21,
Courtney Bishop,-63,lifters-view?id=24114,42.,Courtney Bishop,1991,,MI,62.88,122.5,130,-137.5,65,-67.5,67.5,140,142.5,150,347.5,373.74,
Tara Hadzick,-63,lifters-view?id=29585,43.,Tara Hadzick,1990,,FL,60.90,110,117.5,-127.5,60,-65,65,152.5,160,-165,342.5,377.47,
Megan Smith,-63,lifters-view?id=5324,44.,Megan Smith,1982,,TX,62.68,115,122.5,127.5,65,67.5,-70,137.5,145,147.5,342.5,369.25,
Briana Duval,-63,lifters-view?id=28186,45.,Briana Duval,1990,,MA,60.15,115,-122.5,-122.5,65,67.5,70,140,147.5,152.5,337.5,375.54,
Christina Myers,-63,lifters-view?id=17478,46.,Christina Myers,1989,,AL,60.28,122.5,127.5,-130,60,65,-67.5,132.5,142.5,-147.5,335,372.15,
Jenna Richardson,-63,lifters-view?id=29729,48.,Jenna Richardson,1990,,TX,62.70,105,110,112.5,65,70,72.5,130,137.5,145,330,355.71,
Laurie Gooden,-63,lifters-view?id=4129,49.,Laurie Gooden,1981,,OH,62.90,105,-110,-110,77.5,82.5,-85,130,137.5,142.5,330,354.85,
Melis Papila,-63,lifters-view?id=29848,50.,Melis Papila,1988,,CA,62.35,107.5,-115,-117.5,57.5,-62.5,-62.5,132.5,142.5,-150,307.5,332.84,
Linda Chan,-63,lifters-view?id=23436,51.,Linda Chan,1984,,CA,61.84,140,-147.5,147.5,-60,-60,-60,155,-162.5,162.5,0,0.00,
Ahnjoulie DeBoyes,-63,lifters-view?id=32385,52.,Ahnjoulie DeBoyes,1985,,CO,61.98,-130,-130,-130,-67.5,67.5,70,115,122.5,127.5,0,0.00,
Genevieve Betro,-63,lifters-view?id=31746,53.,Genevieve Betro,1985,,VA,62.25,-112.5,-122.5,-122.5,65,70,75,137.5,145,152.5,0,0.00,
Kimberly Walford,-72,lifters-view?id=13754,1.,Kimberly Walford,1978,Bell Power Systems,NJ,69.40,172.5,-182.5,-182.5,102.5,107.5,110,225,237.5,-243,520,520.42,
Chelsea Savit,-72,lifters-view?id=4168,2.,Chelsea Savit,1991,,TX,71.90,162.5,-172.5,172.5,112.5,118,-123,185,197.5,-205,488,476.73,
Laura Radecki,-72,lifters-view?id=7668,3.,Laura Radecki,1989,,MI,70.20,170,182.5,185,85,92.5,97.5,177.5,192.5,197.5,480,476.59,
Rori Alter,-72,lifters-view?id=6285,4.,Rori Alter,1987,,NY,71.30,147.5,157.5,165,100,107.5,112.5,182.5,192.5,-205,470,461.73,
Katie Rutherford,-72,lifters-view?id=17143,5.,Katie Rutherford,1991,,OH,69.85,170,180,-185,77.5,82.5,-85,177.5,187.5,-192.5,450,448.34,
Melanie Henderson,-72,lifters-view?id=32281,10.,Melanie Henderson,1991,,SC,71.20,127.5,142.5,-147.5,82.5,-92.5,-92.5,175,185,190,415,408.11,
Cassandra Garcilaso,-72,lifters-view?id=28007,11.,Cassandra Garcilaso,1991,,MO,71.55,140,145,150,75,80,-82.5,170,-185,185,415,406.74,
Marcia Darbouze,-72,lifters-view?id=516,14.,Marcia Darbouze,1988,,FL,71.90,137.5,-150,-150,77.5,82.5,-87.5,190,-202.5,-202.5,410,400.53,
Dawn Tyson,-72,lifters-view?id=14285,16.,Dawn Tyson,1985,,GA,70.80,135,-142.5,142.5,75,80,85,150,157.5,165,392.5,387.44,
Hannah Ghindea,-72,lifters-view?id=5223,18.,Hannah Ghindea,1992,,LA,69.50,-122.5,122.5,137.5,65,70,72.5,160,170,180,390,389.92,
Janice Aninsman,-72,lifters-view?id=29699,19.,Janice Aninsman,1988,Squats & Science,DE,71.45,127.5,137.5,142.5,80,85,87.5,142.5,150,155,385,377.72,
Adaku Taylor,-72,lifters-view?id=6115,20.,Adaku Taylor,1986,Team Rohr,GA,68.25,97.5,107.5,117.5,72.5,80,85,152.5,167.5,177.5,380,384.79,
Maura McCarthy,-72,lifters-view?id=25492,22.,Maura McCarthy,1990,,NC,70.55,125,132.5,142.5,75,-77.5,77.5,137.5,150,160,380,376.01,
Justine Colgan,-72,lifters-view?id=25546,24.,Justine Colgan,1991,,MA,66.50,125,130,132.5,67.5,72.5,-75,162.5,172.5,-190,377.5,389.47,
Jamie Simon,-72,lifters-view?id=28008,25.,Jamie Simon,1983,,MO,67.00,122.5,130,137.5,67.5,72.5,75,155,165,-170,377.5,387.35,
Abby Citrin,-72,lifters-view?id=13991,26.,Abby Citrin,1989,,IL,68.00,-135,135,-140,67.5,72.5,-75,157.5,162.5,170,377.5,383.28,
Ashley Akehurst,-72,lifters-view?id=29660,27.,Ashley Akehurst,1988,,MN,70.45,120,-132.5,132.5,60,65,70,152.5,175,-182.5,377.5,373.91,
Leah Cook,-72,lifters-view?id=23149,29.,Leah Cook,1987,,MA,70.65,115,125,-135,77.5,80,82.5,-165,165,-182.5,372.5,368.25,
